recordid,songid_DBNL,jaar_eind,jaar_begin,bronid,rijmaccent,rijmgeslacht,rijmschema,strofeschema,strofeschema_plus,trefw_genre,aantal_strofe,verstal,text,melodienorm,plaats,filepath_DBNL
1644,_ant001antw01_0048,1544,1544.0,1000000,333333332333,vmvmvmvmmmvm,aBaBcDcDEDfD,3a 3B 3a 3B 3c 3D 3c 3D 2E 3D 3f 3D,.3a   .3B   .3a   .3B   .3c   .3D   .3c   .3D   .2E   .3D   .3f   .3D,liefdesklacht,4,12,"FOrtuyne wat hebdy ghebrouwen
Ick en weet mi gheenen raet
Waer sal ick mi onthouwen
Mijn herte wert geheel desperaet
Dat ick nv Brugghe moet laten
Die schone stede soet
Rijck god coemt mi te baten
Mijn herte verbrant al inden gloet
O lieffelijck lief
door v schoon aenschijn soet
Dat mach ick wel beclaghen
dat ick v nv laten moet.

Wat sullen wi nv gaen beghinnen
Wi ghildekens al ghemeyn
Si woont te Brugghe binnen
dat alder waertste greyn
Si heeft mi nv begheuen
Ende ghelaten inden noot
Och bouen alle die ter werelt leuen
So sterue ick ia die doot.
O lieffelijck lief
door v schoon aenschijn soet
Dat mach ick wel beclaghen
dat ick v nv laten moet.

Dat ick oyt was gheboren |
Van moeder lijf ontfinck.
daer om so moet ick tueren
Het is mi een droeuich dinck
Vrou Venus wat condi maken
Ick en weets mi gheenen raet
Het zijn vreemde saken
die ghi nv aen gaet
O lieffelijck lief
door v schoon aenschijn soet
Dat mach ick wel beclaghen
dat ick v nv laten moet.

Dit liedeken is eerst ghesongen
Te Brugghe al op die steen
In spijte van alle nijders tonghen.
Ter eeren van vroukens reyn
Een Mechelaer heuet geschreuen
daer hi lach in der noot.
Nv moet hi haer begheuen
dat sal hem doen den doot
O lieffelick lief.
door v schoon aenschijn soet
Dat mach ick wel beclaghen
dat ick v nv laten moet.",Fortuin wat heb dij gebrouwen,Antwerpen,../../data/dbnl/_ant001antw01_01.xml
1723,_ant001antw01_0127,1544,1544.0,1000000,54345,vmvmv,aBaBc,5a 4B 3a 4B 5c,.5a   .4B=  .3a   .4B=  .5c,"dialooglied, geestelijk",8,5,"OCh regenboge waer op stelt die ionghe helt zijn sinnen
Ic heb verteert mijn ionghe iuecht
Mijn goet ende al dat ic can ghewinnen
Die eerste ioncfrouwe die was claer
Dats maria die hoochgeloofde coninginne

Staet op sondaer hier is te lange geslapen
Ons heer god die verleene mi eenen man
Die mi sal helpen waken
Ons heer god die verleene mi eenen man
die mi mijn helm mijn wapen op sal binden

Noch weet ick drie vorsten hooch geseten
Dat zijn drie heylige daghes lichten
Daer so wert bi gheleken
God vader  god sone  god heylighe gheest
Die roepen wi aen in allen onsen nooden

Die iongelinc sprac o doot mach ic met v niet verdinghen
Ic wil v gheuen wat ic hae
Ende wat ic can ghewinnen.
Ic wil v gheuen siluer ende root gout
Dat ghi mi laet leuen met mijnder vrouwen.

Die doot sprac  met mi en is geen verdingen
die aerde en wil v niet langer draghen.
die lucht wil v verslinden
Maect v bereyt ghi iongelinck
die doot coemt met crachte aenghedronghen

Die ionghelinck sprack  o doot en mach ic met v niet verdinghen.
So sette ict op gods ghenade
Ende op maria die hooch geboren
				coninginne

Die doot sprac  ic heb gedient der werelt. so lange
Om eens so rijcker heeren sout |
Wat gaf hi mi te loone
Mer een lijnen cleet ende clocken gheclanck
Als ick van deser werelt moeste scheyden

Die ionghlinck sprack  och doot en sedt mi niet op een eynde
Ghelijck men die verloren kinderen.
Gheschiede mi dat  so waer mijn vruecht gans ten eynde",Ich Regenbog,Antwerpen,../../data/dbnl/_ant001antw01_01.xml
1757,_ant001antw01_0161,1544,1544.0,1000000,434343443,mvmvmvmmv,AbAbCdEEd,4A 3b 4A 3b 4C 3d 4E 4E 3d,.4A   .3b   .4A   .3b   .4C   .3d   .4E   .4E   .3d,"wachterlied
dialooglied, wereldlijk
liefdeslied",5,9,"WAect op  waect op du waerde gast
die valcke is opter stranghen
Hi keert hem seer na des daghes licht
daer na staet sijn verlanghen
daerom ic v in trouwen rade
die morghen sterre inden hemel staet
Siet dat v niet en worde te spade
Keert v schoon lief van danen

Neen wachter neen laet dat geschal
Wat dinghe helpt v dat schimpen |
Ghi brenget ons beyde in groot ongeual
Het can v luttel ghehelpen
Dat ghi verstoort den liefsten gast
Hi coemt hier lacen selden
Ten is noch niet so na den dach
Ghi sullet noch misghelden

Neen vrou neen  weest niet so fel
Door ghene swerte wolcken
Mi dunct ic sie een sterre claer
Al door die wolcken comen stolcken
Oft ic daer in bedroghen ben
daer gheue ic mi in schuldich
den dach en is niet so na daer bi
Ghi slaept noch wel een vre oft dry
Laet mi in uwer hulpen

Die gast die gast  die si vercoos
Haers herten een tabernakel
In heeter liefden haers herten begheert
Si brant recht als een fackel
Haer dunct een vre een iaer lanck dueren
Si en heues gheen verdrieten
Si speelde beyde haers herten begheeren.
Tot dat die lichte morghen sterre
Quam aenden hemel schieten

Dat vrouken in haer bedde lach
Met haer snee witte wanghen
Haer roode mont  haer bruyn ogen opslach
Haer herte is so banghe
Voor die nijders tonghen is si seer versaecht.
Den dach coemt aen ghestreken
Hi spranck daer lustelijck door den clee
Dat scheyden doet hem beyden wee
Ende strijdt bouen alle valcken",Een goed nieuw lied heb ik gedicht,Antwerpen,../../data/dbnl/_ant001antw01_01.xml
2055,bell009denl02_0017,1674,1674.0,1015621,3332545223,mvvmmmmvvm,AbbCCDDeeD,3A 3b 3b 2C 5C 4D 5D 2e 2e 3D,".3A   .3b   ,3b   .2C   .5C   .4D   .5D   .2e   .2e 3D",geestelijk lied,3,10,"DEn Heer' zy lof, en eer'
Die van d'onkuysche Vryers
Vleyers, en Verleyers,
De Wittigheydt
Altydt bewaert heeft van myn Suyverheydt,
Sy waer al over langh vergae[...]
Hadd' ghy ô Jesu die niet byghestaen,
Maer door uw' Handen
Zyn Venus banden
Al-te-mael ontdaen.

Ach! wat een soet Mottet
Sal 't Vogheltjen gaen singhen
Als het komt t'ontspringhen
Den Wey-mans Net
Daer d'arme Beest by-naer was in verplet,
Soo loof ick Jesum met jolyt
Die my van Venus Netten heeft bevrydt,
Die in syn' Wonden
Hiel on - gheschonden
My ne Reynigheydt.

O Witten Bruydegom
Die heden in 't Beggyn Hof
Dat net ende reyn Hof
De leli'-Blom
Verplant van mynen reynen Maghedom:
Ick bidd' u dat gy die besproeyt
Door 't dierbaer Bloet dat uyt uw' Wonden vloeyt,
Dat sy met vreughden
In alle Deughden
Jeugdig groeyt en bloeyt",Courante la reine,Brussel,../../data/dbnl/bell009denl02_01.xml
2202,blas001fida01_0105,1663,1663.0,1000642,233211132333321113,mmmmmmmmmmmmmmmmmm,AABBCCDDEEFFGGHHII,2A 3A 3B 2B 1C 1C 1D 3D 2E 3E 3F 3F 3G 2G 1H 1H 1I 3I,",2A   .3A   .3B   .2B   .1C   .1C   .1D   .3D   .2E   .3E   3F   .3F   .3G   .2G   .1H   .1H   .1I   .3I",liefdeslied,3,18,"Celestyn
Nu schey ik uyt de pijn;
O salig siel-gesucht! 
Schept nu genucht,
Gewis 
Nu is 
Uw klacht
Noch wel ten end gebracht,
't Is wel gelukt, 
Dat meenig onderdrukt.
O Fidamant die eerst 
Haar vleyden op het seerst, 
En schreyden Als sy niet 
Hilp uw verdriet. 
Uw Min 
leeft in 
die Maagd
Die gy uw hart opdraagt.

Al mijn geween,
Gejammer en gesteen,
Getreuren nacht-gewaak
Keertin vermaak:
Mijn jeugd
Verheugd
Sich om
Dat ik die Maagde-blom
Verwonnen heb,
En in de linne-web
Die plukken sal na wil,
Daar ik mijn bloed om spil.
Nu ik haar Hart als steen
Heb kunnen kneen,
Geschrey,
En ey!
En ach!
Verandert in gelach.

Welaan dan Lief
Behoud uw Minne-grief,
En set uw Echte min
Noyt uyt uw sin.
Noemt my,
Dien gy
Naamtan,
Uw al-getrouwe Man.
Ik sal dan ook
Uw weesen en gestrook
Graveeren in mijn hart,
Daar 't noyt versleeten ward:
Noyt sal ik Celestyn
U trowloos sijn;
Maar blijf
Met lijf
En hand
Uw eygen Fidamant.",Celestine,Amsterdam,../../data/dbnl/blas001fida01_01.xml
2916,camp001stic01_0023,1624,1624.0,1000663,42424242223222443223,vvmmvvmmvvmmmmmmmvvm,aaBBccDDeeFGGGGGFhhI,4a 2a 4B 2B 4c 2c 4D 2D 2e 2e 3F 2G 2G 2G 4G 4G 3F 2h 2h 3I,.4a   .2a   .4B   .2B   .4c   .2c   .4D   .2D   .2e   .2e   3F    2G    2G    2G    4G    4G    3F   .2h   .2h 3I,,2,20,"TRaen, oogen, traen, en word fonteynen
Door uw veel weynen:
Benaude borst zen' door de lucht
Een droef gezucht.
Weyn mede, weyn, al ghy oprechte,
Weyn Godes knechten;
Laet klacht, verzelschapt met getraen,
Ten hemel gaen.
Laet als twee beken,
Vw oogen leken,
Om den mensch (helaes!)
Die (in 't hert
Staêgh benert,
En verwerr't
Door qua'waen van vreuchd en smert
Zoekend'heyl, van heyl ververt,
Teffens Wijs en Dwaes.
Geheel Nature
Wil mede truren;
Truer wat truren kont:
Al 't verdriet
t Welckmen ziet
Dat geschiedt,
Daer de wer'lt van overvliet,
Is zoo trurens waerdigh niet
Als des menschen zondt.
Wel liet ghy staegh tranen vlieten,
HERACLITE:
't Is gewis droefnis, te zien
De jamm'ren die op aerd geschiên:
Meer met reden weenen d'oogen
Die zien mogen
Wat voor schat en padt God geeft
Daer 't domme hert geen lust in heeft.

2  Rust, ziele, rust noch niet van klachten
En truer-gedachten;
Mijn stemme, geef niet anders uyt
Dan klaegh-geluydt.
Ach! ach! ach! ach! wat menschen herte
Smelt niet door smerte
Wanneer't zoo grooten ydelheydt
Wel overleydt?
Verdoolde menschen,
Zot is uw wenschen,
En uw paden slim:
't Ware Goedt,
't Welck (hier zoet
Voor 't gemoedt)
Hier na vreuchdigh leven doet,
Treedt ghy schier als met de voet
En jaeght na een schim.
Godts liefflijck trecken,
Godts ernstigh wecken
Blijft u noch al by:
Maer wat baet't?
Ghy versmaedt
Heylzaem raedt;
Godts beminde, die uw quaedt
Willen schutten, toont ghy haet:
Ach! wat razerny!
Aerdtsche mensch, in stoff begraven,
Slaef der slaven,
Ko'm we'erom. 'tis dom gedaen,
't Getoonde dwael-padt noch te gaen.
Maer die u van d' Heer der heeren
Gaern laet leeren,
Hoort al voort na 't woordt van Godt:
Geen wisser wegh dan zijn gebodt.",Lacrimae,[Hoorn],../../data/dbnl/camp001stic01_01.xml
3098,stri015chao01_0011,1643,1643.0,1000669,33235332352344334,vmmmmvmmmmmmmmvvm,aBCCBaDEEDFFGGhhG,3a 3B 2C 3C 5B 3a 3D 2E 3E 5D 2F 3F 4G 4G 3h 3h 4G,.3a   .3B   .2C   .3C   .5B   .3a   .3D   .2E   .3E   .5D   2F   .3F 4G 4G 3h 3h 4G,"nieuwjaarslied, geestelijk",4,17,"O Lof zy d' opper-Vader,
Die door sijn Alheyts macht
Sijn eenigh Kindt, 
dat Hel en Doodt verslindt
Door een Macht op de Werelt heeft gebracht,
Sijn milde goetheydts Ader
Gingh zwanger van genaed',
Diens sond hy af
Sijn Soon, die al de straf
Al de schult (door Gods goetheyt) op hem laed':
Dies jeught nu vry
Alle herten seer bly
Want op desen Nacht ghewis
Uwen Heylandt geboren is,
Die sijn tijd'lijck leven
Voor u al wil geven,
Hoedt ons voor verdoemenis.

Maer denckt wat daer gebuerde
De klaerheydt Gods verscheen
In d' Herders Oog',
Dies yder sagh om hoogh',
Want het licht brack de duysternis van een
De dicke Wolcken scheurde,
Dies hoorden sy een stem
Die vrolijck riep:
(Daer yder lagh en sliep)
Gaet nu haest na vervallen Bethlehem.
Daer leyt die geen
Die uyt het geween
Wel seer haest verlossen sal,
Van u oude Vaders val,
Oock de oude wijsen
Saghen Oost-waerts reysen
't Wonder van dien grooten al.

Doen Christus quam ter Werelt
Men saght' aen alle dingh
Dat hy niet quam
Van eenigh Aertsche stam,
Maer men sag dat was een wonderling;
Herodes Croon beperelt
Die daverder op 't hooft,
Hy dacht, o Goon
Wie daelt hier uyt den Throon,
Die de glantz van mijn Coninghrijck verdooft.
Hy was bevreest,
En hy sprack heel bedeest
Doen hy drie van de Wijsen sagh,
En hy deed' daer sijn beklagh:
Sprack, ghy sult gaen vlieden
En het kindt bespieden,
Op dat ick aenbidden magh.

O Schepper groot in wercken!
Hier lagh den Godt van al,
Onnosel, slecht,
Verlosser wel te recht,
In een arm out vervallen Beesten-stal'
Dies kanmen wel bemercken
Dat Godt met geen cieraedt
En is vernoeght:
Maer die sijn sonden wroeght
Soo een mensch God in geenen noot verlaet
Dies u verneert, 
en van goet-doen vermeert,
Acht Gods wonder-wercken waer,
Oogt zijn Star als de Wijsen naer;
Denckt om sijn ghenaden,
Prijst zijn groote daden,
Roemt sijn lof int Nieuwe Jaer.",De uitmuntendste herderin,Dordrecht,../../data/dbnl/stri015chao01_01.xml
3223,jans004chri01_0062,1645,1645.0,1000671,42422224222322244322322244342444244,vvmmmvvmmvvmmmmmmmvvmmmmmmmvvmmvvmm,aaBBCddEEffGHHHHHGiiJKKKKKJllMMnnOO,4a 2a 4B 2B 2C 2d 2d 4E 2E 2f 2f 3G 2H 2H 2H 4H 4H 3G 2i 2i 3J 2K 2K 2K 4K 4K 3J 4l 2l 4M 4M 4n 2n 4O 4O,.4a   .2a   .4B   .2B   .2C   .2d   .2d   .4E   .2E   .2f   2f    3G    2H    2H    2H    4H    4H    3G   .2i   .2i 3J 2K 2K 2K 4K 4K 3J 4l 2l 4M 4M 4n 2n 4O 4O,geestelijk lied,2,35,"SChrey, Ziele, schrey, barst uyt in weenen,
En droevigh steenen:
Vervul u borst met droef geklagh,
Traen nacht en dagh.
Sucht droeve ziel, 
uyt boesemt huylen,
Doet niet dan truylen:
Bekrijt uw' jammerlijcke staet,
Eer't wort te laet:
Aenschouw' uw' sonden,
Besie uw' wonden,
Let op al u feyl:
Vlucht nu tot //
Vwen Godt,
Sijn gebodt //
Drijft met Jesus noyt de spot,
Houd u uyt 'et heylloos Kot,
En soeckt aen Godt heyl:
Wilt ondeught haten,
En sonden laten,
Doende altijdt goedt:
Dient den Heer //
Meer en meer,
Neem u keer //
Tot sijn Ziel vertroosbre leer,
Buyght u voor sijn voeten neer,
En doet ware boet,
Houdt geduerigh in gedachten
V we klachten,
Keert niet weder van 'et padt,
Graeft naeJesu duerbre Schat;
Wilt sijn Woordt en heylbre Wetten
Noyt versetten:
Want so ghy die weer verlaet,
Ghy doet wis een dubbel quaet.

Wel aen dan, Ziel, wilt vlijtigh keeren
Tot godt den Heere,
Val met een seer benaeuwt ghemoedt
Hem ne'er te voet,
En smeeckt dat hy 
u Godd'loos leven
Gantsch wil vergeven:
Sijn goetheydt is soo wijdt en groot,
Dat hy den doodt
Van snoode menschen
Sal nimmer wenschen,
Maer hy schenckt ghenae',
Schoon u hert
Door de smert
Is benert,
Dat 'et schier verwonnen werdt,
Door de wanhoop, die het tert,
Noch gheneest hy drae.
Wilt boose luymen
Maer uyt u ruymen,
Snoept 'et quade af:
Laet de Deught,
Heylbre vreught,
Ziel-gheneught
Zijn de oeff'ningh van u Ieught,
Vliedt 'et quaedt, so veelje meught,
En legh ne'er in't Graf,
Godt, wanneer hy aen sal schouwen
V berouwen,
En u wederkeerr' in't goe,
Sal verbranden sijne Roe,
Hy en sal gheen leet of lijden,
Ramp, of strijden
Op u storten, dat 'et deert.
Gheluckigh Sondaer, die bekeert!",Lacrimae,Haarlem,../../data/dbnl/jans004chri01_01.xml
3241,cloe001edes01_0003,1677,1677.0,1015966,2355523223,mmmmmvmvvm,AABBBcDccD,2A 3A 5B 5B 5B 2c 3D 2c 2c 3D,.2A   .3A   .5B   .5B   .5B   .2c +  3D   .2c   .2c + 3D,geestelijk lied,10,8,"O Eeuwigheydt!
Onpeilb’re Eeuwigheydt!
Wat word gy weinigh op der aard bedacht!
Wat heeft men kleyn beseffen van u kracht!
Hoe weinigh, weinig, word g’helaas betracht!
‘k Voel schrik en beven, snijding door mijn hert,
Als ick denck even,
Eeuwig te leven in Hel-angst en smert!

O end’loos end! 
Beginnend noyt vol-end!
O dood die stervend nimmermeer en sterft!
Maer Gods verquickend’ aanschijn eewig derft;
O wreede daar men noyt genaa verwerft!
O doodend leven! levendige dood!
Gy blijft geschreven,
Hier ‘s geen herleven, maer een eew’ge noot!

Hoe meer men denkt,
Hoe minder men de lenckt,
d'Oneind’ge hooght, en diept daar van verstaat,
Haar nijdt, haar lengt, haar breedt’ is zonder maat,
Hoe verder dat men in dees zee doch waad
Hoe minder gronde, meerder diept men vind,
Men word verslonde
In ‘t end’loos ronde, als men dat versind!

Onlijdb’re pijn! 
Die nimmer uit moet zijn;
Hert-breeckend weenen! nimmer uitgeweend,
Erberm’lijk steenen! nimmer uitgesteend,
Erberm’lijck Ec.
Elendig kermen! droefheyd noyt verswolght,
Daar geen erbermen, of zoet ontfermen
Of zoet ontfermen immermeer op volght.

Stick-duyst’re nacht!
Die nimmer licht aanbracht,
Wiens duisternis dat noyt word opgeklaard,
Of ‘t minste licht sich oyt in openbaard,
Dat eeuwig’ eeuwig donck’re beswaart!
Daar Zon noch Maan-licht een’ge heldring geeft,
Noch Gods zoet aanzicht
Den mensch oyt aanlicht, maar in ‘t donck’re sweeft.

Onlesb’re gloet!
Die varnent noyt verdoet,
Wiens schrockend vier dat nimmer uit en gaat,
Hoewel steeds brandend nimmer word versaat,
En als het braam-bosch brandend niet vergaat,
Dat noyt gebluscht wort, ach wat droev’ge pijn!
Die noyt gesust word!
Daar noyt gerust word! Moet daar eewig zijn.

Grond’loos’ afgrond
Daer niemand grond in vond!
Onmeetbaar diep, daar men noyt uyt en raakt!
Onsluytb’re kluysters diemen noyt ontslaakt!
Gevanckenis die nimmer word gestaakt!
Men maght beginne, maar word hopeloos,
Die daar te binne
Raackt, blijft daar inne, eeuwig en altoos!

Bestend’ge tijd!
Die nimmermeer verslijt,
Door geen verloop van jaren minder wort,
Schoon duysenden vergaan zijn niet verkort,
Die altoos groent, maar nimmermeer verdort,
Hoe langh u lijden duert het mindert niet;
O droev’ge tijden!
Schoon steeds verglijden, durend in ‘t verschiet!

O vloet die vloeit!
En gloet die altoos gloeit!
Wiens stroom steets loopt, en nimmer stille staat,
Die stadig brand en nimmer onderlaat,
Zonder verpoosen altoos! altoos slaat!
Die niet een quickje in de eeuw’ge tijd,
En niet een blickje,
Ja niet een snickje sonder pijn verslijt!

Mijn hert beswickt,
Mijn ziel en lichaam schrickt,
‘k Verlies my zelven als ick daar in tree,
‘k Versinck in dese endeloose zee,
O droevig, droevig, droevig eeuwigh wee!
In plaats van ‘t lijden geef my vreught in stee,
Wilt my bevrijden,
Eeuwighlijck verblijden, is mijn ernst’ge bee.",Repicaban,Utrecht,../../data/dbnl/cloe001edes01_01.xml
3244,cloe001edes01_0006,1677,1677.0,1015966,332223332223,mmmmvmmmmmmm,AABBcADDEEFD,3A 3A 2B 2B 2c 3A 3D 3D 2E 2E 2F 3D,.3A   .3A    2B    2B +  2c   .3A   .3D   .3D    2E    2E + 2F   .3D,geestelijk lied,14,10,"Wat is mijn ziel verheught!
En vol van Hemel-vreught!
Om dat God
Is mijn lodt, hoogh-gepresen,
Dat is al mijn geneught:
Hy is mijn eenig all,
Mijn troost in ongevall,
Al het geen,
Dat beneen is, dat acht ick
By hem maar niet met all.

Weg aartsche schepsels vliet!
En al het geen dat niet
God zelfs is,
O! gewis, dat veracht ick,
Hoe schoon het zich aanbiet:
O! God is my alleen
Genoegh, en anders geen,
Ick begeer
Dan niet meer, als ick hem maar
Heb tot mijn deel, ô neen!

Hij is mijns herten lust,
De center van mijn rust,
Daar mijn sin
En mijn min, opgestelt is,
Die my in droefheid zust:
Heb ick op aard niet veel,
‘k Heb God het beste deel,
‘t Geen ick mis,
O! dat is, my de Heere,
Hy is het al geheel.

En hy zal voortaan mijn,
In plaats van alles zijn,
Hy bevat
Alles dat is in ‘t schepsel,
Oneyndig in ‘t verschijn:
Hy is die born alleyn,
Die volle heyl-fonteyn,
Uyt wiens bloet
Al het zoet tot het schepsel
Nedervliet in ‘t gemein.

Mis ick in ‘t schepsel iet,
Ick mis den schepper niet,
Het is maar
Altegaar als een druppel,
By ‘t geen ‘k in hem geniet:
Hy is oneyndig goet,
Die volkomen ‘t gemoet
Van den mensch
Na sijn wensch kan versaden,
Door zijnen overvloet

Maar al het goed der aard,
Te zaam by een vergaart,
Kan met een
Aan my geen rust uytlev’ren,
Het is my weynig waart:
Maar als mijn God maar zeit,
Ick ben u zaligheid,
Erf en goet,
O! dat doet my vernoegt zijn,
Met wond’re vrolickheit.

Al droeg iemant een kroon,
Al zat hy op een troon,
‘k Wou het mijn
Voor het zijn Niet verwiss’len,
Neen ‘k aght het niet een boon!
Want ‘s werelds heerlickheid,
Hare begeerlickheid,
Die seer schoon
Zich ten toon komt te stellen,
Is niets by hem geleit.

’t Is maar een kleyne straal
Van God, die duisentmaal
Meerder heeft,
En uytgeeft voor de sijne,
Boven in ‘t Hemels-zaal:
Al ‘t onder-aartsche moy
Dat is maar siecht getoy,
En komt gans
Al zijn glans in te trecken
Voor God, ‘t verslenst als hoy.

Schoon dat het cierlijck staat,
En moy en heerlijck laat,
Als het gras
Komt het ras te verdorren,
Haar’ heerlickheid vergaat?
Maar Godes heerlickheid,
Die my te deel geleid
Is, die blijft,
En beklijft zeer bestendig,
Tot in der eeuwigheid.

Mijn deel is wonder zoet!
Des ‘s werelds vreughde roet,
Schoon dat zy,
Zich aan my, geheel lieflijck
En aangenaam voordoet:
Haar goet en heeft geen duer,
Haar zoet is waarlijck zuer,
‘k Heb berouw,
En ick houw haar voor alsem,
Haar blijdschap ick betruer.

Maar God mijn dierbaar pand,
Die is aan alle kant,
Door en door,
Naar en voor, niet dan zoetheid,
Zoo merckt hem mijn verstand:
Ick vind in hem geen gal,
Hy is my heel en al
Waar ‘k my keer,
Aan my zeer zoet en lief’lijck,
En zoo hy blijven zal.

O ‘k ben soo wel te vreên!
Met u! en anders geen,
In u zal
Eenig al ick opspringen
Van vreugde hier beneên:
Als ‘k u heb dan kan my,
Het zy dan hoe het zy,
Geen vermaack,
Daar ‘k na haack, oit ontbreeken,
In u ick my verbly.

Jaa zelfs in tegenspoet,
Zijt ge my wonder zoet,
‘k Ben in noot
Niet ontbloot van u gunste,
Mijn heyl is overgroot,
In droefheyd en in druck,
In smert en ongeluck,
Als ick ly,
Zijt gy my, een vertrooster,
Een stuensel en een kruck.

O Godt! hoe goet! hoe eel!
Ja wat een zalig deel?
Komt gy hier,
Goedertier my te geven,
Waar voor ick lof uyt-queel:
U zegen-rijcke handt,
Heeft in een kost’lijck land,
Schoon en rijck,
Mildelijck mijn snoeren
Geworpen en geplant.",Questa dolce sirena,Utrecht,../../data/dbnl/cloe001edes01_01.xml
