recordid,songid_DBNL,jaar_eind,jaar_begin,bronid,rijmaccent,rijmgeslacht,rijmschema,strofeschema,strofeschema_plus,trefw_genre,aantal_strofe,verstal,text,melodienorm,plaats,filepath_DBNL
38,_ams008amst01_0031,1643,1643.0,1000604,3522411112224,mmmmmvvmmmmmm,AABBBccDDDEEE,3A 5A 2B 2B 4B 1c 1c 1D 1D 2D 2E 2E 4E,.3A   .5A   .2B   .2B   .4B   .1c   .1c   .1D   .1D   .2D   2E   .2E   .4E,klaaglied,6,13,"BEdroefd' en treurend Hart
uw' suchten verlichten noyt uw stage smart,
Uw swaar verdriet, 
vermindert niet, 
of gy schoon duysent Tranen liet,
Het quijne 
uw pijne 
verswaart,
en baard'
een treurende aart,
Want die staag leyt
sijn smert, en beschreyt,
Komt nimmermeer tot vrolijckheyt.

2   Dies treurd ter geener uur,
al viel u 't af zijn noch soo suur,
Denckt dat ghy lijt
een korten tijt, 
om eer en meer te sijn verblijd,
Of 't scheyden 
ons beyden 
wat pijnt 
't verdwijnt, 
als wederschijnt
Dien dagh als wy,
weer paren bly,
En ick u lief, gelijck gy my.

3   Dan sal het lang ghesucht
ons wesen een oorsaeck van te meer genught,
Als ghy met vreugd 
al d' ongeneughd' 
sult overdencken van u Jeught,
Al 'twenen, 
voor heenen 
geschiet,
is niet:
Ja al 't verdriet
Dat sal dan sijn
soo soet naar pijn
Gelijck nae Regen Sonneschijn.

4   Dat staag een bloempjen stont
te proncken in eenen stant, op eene grond,
De schoone blaan 
die cierlijck staan, 
sou eyndelijck versmaan,
't Staagh blosen 
der Roosen 
vermeert
als 't keert,
en weer wert begeert,
Soo wert de trouw
vermeert door rouw,
Meer als 's in stage weelde souw.

5   De Somer selfs hoe soet
verveelde: indien des Winters tegenspoet
Door stuurheyt niet, 
ons smaken liet 
wat vreughd de soete Somer biet.
't Suur smaken 
doet haken 
naar 't soet,
en doet
ons hert en gemoet
Begeren te meer
naar 't geen dat wel eer
Veel meer vernoeghde ons begeer.

6   Gedenckt eens met wat vreugd
ons herte, naer droef verdriet en ongeneught,
Naar hoop en pijn 
vereent sal sijn; 
want lust naar leed geeft soeter schijn.
Dis 't lijden 
verblijden 
vermeert,
wanneer
't eens ommekeert,
Vreughd naar verdriet
ons vreughde bied,
Maer stage vreughd verheughd gantsch niet.",La Vignonne,Amsterdam,../../data/dbnl/_ams008amst01_01.xml
1704,_ant001antw01_0108,1544,1544.0,1000000,422422134422344,mmvmmvvmmmvvvmm,AAbAAbbCCDeeeDD,4A 2A 2b 4A 2A 2b 1b 3C 4C 4D 2e 2e 3e 4D 4D,.4A   .2A + .2b   .4A   .2A + .2b   .1b + .3C   .4C    4D   2e +  2e +  3e   .4D   .4D,liefdesklacht,7,10,"LUstige gheestkens amoreus
Auentuerieus int werck van minnen
Ic bidde v met herten coragieus
dat ic vlus troost mach ghewinnen
Mijn sinnen zijn mi so vast gheleyt
Aen een die mi so wel ghereyt
Steruen sal ic moet ic niet
Triumpheren  bancketeren met mijn boel houeren
Want si lust alle mijn verdriet
Als si eens vriendelick op mi siet

Al had ic alder werelt goet
In mijn behoet  ende ic moet steruen
dat bi zijn van minen lieue soet
Sonder moet  so soude ic deruen
Verwermen sal ic als ic mach
mijns liefs troost al sonder verdrach
Steruen sal ic moet ic niet
Triumpheren  bancketeren met mijn boel houeren
Want si lust alle mijn verdriet
Als si eens vriendelick op mi siet

Die aerdighe brieuen die si mi sandt |
In mijn hant  ende die amoreuse tale
Si hout mijn herte in haer bedwanck
Ghewont ben ic met Venus strale.
Ick en salts haer niet af gaen
Altijt tot haren dienste staen
Steruen sal ic moet ic niet
Triumpheren  bancketeren met mijn boel houeren
Want si lust alle mijn verdriet
Als si eens vriendelick op mi siet

Ick sal alle mijn leuen lanck
der liefden dranck  sonder versaden
drincken  al souden mijn sinnen cranck
In liefs bedwanc  bliuen versmaden
In staden sal ic altoos staen
die mi met minnen heeft beuaen
Steruen sal ic moet ic niet
Triumpheren  bancketeren met mijn boel houeren
Want si lust alle mijn verdriet
Als si eens vriendelick op mi siet

Sulck in venus booeken toeyet
Hem vernoeyt  lustich hanteren
Als ic daer mede ben ghemoeyt
Therte doorgroeyt  ic en cans bestieren
Roseren sal ic in alder tijt
Na liefs danck der nijders spijt
Steruen sal ic moet ic niet
Triumpheren  bancketeren met mijn boel houeren
Want si lust alle mijn verdriet
Als si eens vriendelick op mi siet

O Venus met uwen strale fel
Gheeft beuel  mijnen lieue alteenen
Dat si mi minne ende nyemant el
Met herten snel  al sonder vereenen
Verleenen  willet mi gestadich
Ende tot mi also genadich.
Steruen sal ic moet ic niet
Triumpheren  bancketeren met mijn boel houeren
Want si lust alle mijn verdriet
Als si eens vriendelick op mi siet

Princelijck lief vol alder duecht
Als ghi moecht  wilt mi bi blijuen
Want bi v mijn sin verhuecht
In ghelijcke vruecht  doet ghi mi bedriuen
Schriuen sal ic met bloede root
V eyghen te zijne tot in mijn doot
Steruen sal ic moet ic niet
Triumpheren  bancketeren met mijn boel houeren
Want si lust alle mijn verdriet
Als si eens vriendelick op mi siet",,Antwerpen,../../data/dbnl/_ant001antw01_01.xml
1706,_ant001antw01_0110,1544,1544.0,1000000,42243422433,mmmmvmmmmvv,AAAAbAAAAbb,4A 2A 2A 4A 3b 4A 2A 2A 4A 3b 3b,.4A   .2A   .2A   .4A   .3b   .4A   .2A   .2A   .4A   .3b   3b,liefdesklacht,5,11,"MOet mi lacen dijn  vriendelijc schijn
Dus pijnlijc zijn
Ghi liefste mijn
In v ooghen gelijc dat euerswijn
Dangerues is vol int bescheyden
Al hadde ic den moet als peerlen fijn
En claer robijn
Stort dat herte mijn
Vol griefs als water inden rijn
Ick lijdt van allen siden
Hebt met mi doch medelijden

Och mijn liefste lieueken snel
Alle mijn ghequel
Mach niemant el
Dan ghi  mineren also wel
dat is midts dijns wijs beraden
Wiens troost ic noch een cranck ghestel.
Hoe dat herte snel
Doet v beuel
Int storten van uwen soeten rel
die mi niet en can versaden
Neemt mi doch in ghenaden.

Mijn reynste lief vol eeren benijdt
Ghi selue zijt
Ick kendt ick lijdt
Beware v god gebenedijt
dijn sien is so vol weelden
Wiens wesen so reyn so eerbaer zijt
Ter werelt wijt
Met dij verblijt
Ick beminne v als ws leuens tijt
Wat batet dat ict hele
Ghi en moecht mi niet veruelen

Kendt mi doch die v ionste biet
Voor nijders vliet
Mer vrij aensiet.
dat v is swaer is mijn verdriet
Ghestadich van motiue
Och edel lief  in duechden dooruliet
die mi den spriet
Van minnen schiet
En weet ic en sal v laten niet
En twijfelt niet V eygen sal ic bliuen

Iuno  Venus ende Pallas stranck
Ghi hout mi in v beduanck
Vry ende vranc.
Want v gelaet wint al den danck |
So vriendelijck is v aenschouwen
Tis recht dat v mijn ionste inspranck
Wiens dicht oft sanc
Mi maect geclanck
Want inder werelt ommeganc
Noyt vriendeliker van aenschouwe
Ick blijue v goet ende getrouwe",Rijs uit de slaap nu niet en vaak,Antwerpen,../../data/dbnl/_ant001antw01_01.xml
1773,_ant001antw01_0177,1544,1544.0,1000000,43433434,vmvmvmvm,aBaBcDcD,4a 3B 4a 3B 3c 4D 3c 4D,.4a   .3B   .4a   .3B   .3c    4D   .3c   .4D,"historielied
drinklied",8,8,"BOurgoenschen laet ons vrolick singhen
Ende maken eenen goeden moet
Al willen ons die kleefsche dwinghen
En nemen ons lijf en daer toe goet
Wi hebben victalie ende goet gheschut | te vueren
Ghelt ende daer toe den coelen wijn
Antwerpen en wilter niet trueren
Maer laet ons altijt vrolijc sijn

Ons Borch is met rooskens becranst.
Te wetene wit ende root
Daer menich vorst  ende knecht om danst
Wi en hebben van haer gheen noot
Wi willense tsamen verschueren
Met haren verraders fenijn
Borgoenschen en wilter niet trueren
Maer laet ons altijt vrolijc sijn

Wi hebben op haer ghebrouwen
Ons spijse die is wel gaer
Met spiesen ende cortouwen
Tantwerpen int openbaer
Tantwerpen op die mueren
Daer zijn die burghers fijn
Antwerpen en wilter niet trueren
Maer laet ons altijt vrolijc sijn

Onsen dranck die sal verschalen
En comen die ghelderse niet aen boort
Haer roemen sal hen falen
Elck segghet
Schamt v der valscher kueren
Ghi kleefsche aen ghenen rijn
Borgoenschen en wilter niet trueren
Maer laet ons altijt vrolijc sijn

daer ruyters sullen ons verblyden
Hen paerden comen ons goet
Dan sullen wi vroom broeders rijden
Die nv gaen een deel te voet
Ons gheuanghen in corter hueren
Sullen si wesen al doeghet haer pijn
Borgoenschen en wilter niet trueren
Maer laet ons altijt vrolijc sijn

Goet Keysers sullen si leeren
die fransoysen nv ouer al
Seer cleyn tot haerder eeren
Tis haer een groot misual
Dat si haer oyt ghinghen rueren
Teghen den Keyser ons alder medecijn
Borgoenschen en wilter niet trueren
Maer laet ons altijt vrolijc sijn

Marten van Rossum v mach wel verdrieten
Dat ghi Antwerpen oyt quaemt so by
En dat ghijt noyt en dorste beschieten
Te rechte machmen v wel segghen fy |
Maer ghi dacht ons te besueren
Met v verraders wel als cokijn
Antwerpen en wilter niet trueren
Maer laet ons altijt vrolijc sijn

Hier mede beueel ick v den heere
Ghi Borgoenschen met herten fier
Ende doeghet na mijn leere
Ende drinct den wijn ende bier
Maer altijt wilt bespueren
Die verraders op elck termijn
Borgoenschen en wilt niet trueren
Maer laet ons altijt vrolijck sijn",Bourgoensen laat ons vrolijk zingen,Antwerpen,../../data/dbnl/_ant001antw01_01.xml
2094,bell009denl02_0059,1674,1674.0,1015621,47333334,mmmmvmvm,AABBcDcD,4A 7A 3B 3B 3c 3D 3c 4D,.4A   .7A   .3B   .3B   .3c   .3D   .3c 4D,geestelijk lied,8,8,"HOe word' ick verstroeyt van allen kant,
Met alder-ley nieuw' maren van de Princen van het Landt;
Gheen Maren van de faem
En zyn my aenghenaem,
Ten zy die my verklaren,
Hoe Jesus liefde brandt,
'k En hoor naer geen nieuw' maren,
Als van 't Hemels Vader-landt.

Studeer' ick, oft lees ick somtydts iet,
Ten zy ick lees van Jesus, soo en smaeckt die les my niet;
'k En lees gheen Brieven meer,
Als Brieven van den Heer,
In d'uyt-ghelese Boecken
Van d'Heylighe Schriftuer
Gaen ick nieuw' maren soecken,
Daer staet Jesus Signatuer.

De Schippers die kouten van den windt,
Den Bruygom gaet verhalen, hoe dat hem syn' Bruydt bemindt:
Maer wiêns in-ghewant
In Jesus liefde brandt,
Die sal van Jesus spreken;
Want diën soeten windt
Sal 't vier noch meer ontsteken
Van den Heer die hy bemindt.

Dat ander' verhalen hoe dat 't Graen,
En hoe de Wyngaert-rancken in den Ooghst gheladen staen:
Ick vraegh alleenelyck,
Hoe schoon en ryckelyck
Dat bloeyt dẽ Boom van 't Leven,
En dien soeten wyn,
Die Jesus ons sal gheven,
Als wy by hem sullen zyn.

En spreeckt my van gheenen Oorlogh meer,
Hoe dat den vromen Kryghs-man in den Krygh lof kryght en eer,
Maer seght hoe Jesus strydt
In liefd' en minsaemheydt,
Om 't roodt Kasteel te winnen,
Ons hert' dat hy bemindt,
Op dat den Heer daer binnen
Synen Throon en Woon-stê vindt.

Wat raeckt hem een Schip met Indisch gout,
Die van gheen goedt des Wereldts als van 't hoogste goet en hout,
Ick acht voor groot profyt,
Dat een Roomsch lason strydt,
Om 't gulden Vlies te winnen
Van den Japonschen Draeck,
Om Mooren, en Moorinnen
Te bekeeren met vermaeck.

Gheen tydingh en acht ick van de Jacht,
Hoe daer de wilde Dieren worden in het net ghebracht:
De Jacht die my behaeght,
En daer my n' Ziel naer jaeght,
Die is daer de Barbaren,
En wilde tot Godts eer
Gheraken in het garen,
Ende netten van den Heer.

In 't Hofken daer Iudas Jesum vanght,
Daer maeck ick de Warande daer myn hert' naer Godt verlanght,
Myn goudt-meyn' is syn Zyd',
Die open staet voor my;
Ick woon in d'open Wonden
Van mynen soeten Heer:
Ick ben in Godt verslonden,
Ick en ken gheen Werelt meer.",O Wein was bist du,Brussel,../../data/dbnl/bell009denl02_01.xml
2131,bell009denl02_0008,1674,1674.0,1015621,53333355,mmmmmmmm,AABBCCDD,5A 3A 3B 3B 3C 3C 5D 5D,.5A   .3A   .3B   .3B   .3C   .3C   .5D   .5D,geestelijk lied,6,8,"O Jesu, ô nieuwen gheboren Bruydegom,
Ick heet u willekom,
Ghy wordt mensch voor den mensch
Verr' boven hop' en wensch,
O grooten Godt van al’
Ghy light hier in den Stal,
Uw' Kribb' van bert, ô Jesu is te hert,
O Jesu maeckt uw' Kribbe van myn hert,

O Jesu ghy steeckt hier naer my u armkens uyt
Als Bruygom naer uw' Bruydt,
Ghy maeckt my vry en bly
Als ghy wordt mensch voor my,
Gy blaeckt, gy haeckt en snaeckt,
Naer die gy hebt gemaeckt.
Wie souw ghelooven dat m'in dat kleyn Kindt,
In dat kleyn hert soo groote liefde vindt.

U kaeckskens die blosen soo lieffelyck altoos,
Ja schoonder als de Roos,
De Bloemen van den Mey
En hebben daer niet by,
Gheen Amber rieckt soo soet’
Als uwen Aessem doet,
Uw' tanden zyn soo wit als Peirels zyn,
Uw' Hair is als een suyver Wol soo reyn.

Uw' ooghskens die lacchen soo vrindelyck op my
En maecken my soo bly,
Dat ick van liefde sterf
Soo ick die ooghskens derf,
Elck straeltjen van dat licht’
Is eenen minne schicht,
Elck ooghen-blicksken dat myn ziel belonckt
Maeckt dat myn ziel in uwe liefde vonckt.

Uw' aessemken Jesu ô soetste Kindeken
Is als een windeken,
Die in u teer ghemoet,
Die lieve vlammen voedt,
O soetste Jesuken’
Ontsteeckt myn herteken,
O Jesuken ô suyver Lammeken,
Seyndt in myn hertjen een kleyn vlammeken.

O Jesu, ô schoonste, ô soetste Kindeken
O liefste Vriendeken,
Ghy zyt het soetste Kindt
Het welck myn hert bemindt,
Ick haeck ick snaeck ick vlam’
Naer u onnoosel Lam,
O Jesuken, ô soetste Kindeken,
'k Hebb' u soo lief aen myn kleyn herteken.",O herders al zoetjes al zonder getier,Brussel,../../data/dbnl/bell009denl02_01.xml
4555,else006lacc01_0031,1667,1667.0,1000714,33334424,vvmmmmmm,aaBBCCDD,3a 3a 3B 3B 4C 4C 2D 4D,.3a   .3a   .3B   .3B   .4C   .4C   .2D + 4D,liefdeslied,8,7,"PHebus om lust te blussen,
Komt sacht de Lente kussen,
Omhelst den Roosenboom
En schittert in de stroom,
Wiens blonde pruycke is vergult,
En met sijn glans 't Aertrijk vervult,
Maer ick alleen Blijf gestadigh in 't geween.

2. Silvia weyt haer kudden,
Daer Aura 't loof doet schudden
Wiens schaduw' is een lust,
Argiedus tot een rust,
Silvia heelt hem in sijn pijn,
Hy wenst daer voor geen Prins te zijn,
Maer ick alleen Blijf gestadigh in 't geween.

3. Die dartele Nimpjes vlechten
Veel kransjes die zy hechten,
Om haer gout-dradig haer,
Gekrullet door malkaer,
De klaver-wey is vol gewoels,
Het velt van vreughde vol kryoels,
Maer ick alleen Blijf gestadigh in 't geween.

4. Die Jonckheyt treet na buyten,
Gepaert die handen sluyten,
Betreden die Warandt
Wel zoetjes handt aen handt,
Den loosen Minnaer wordt een dief,
Hy steelt een soentjen van sijn Lief,
Maer ick alleen Blijf gestadigh in 't geween.

5. Den Bouman brosse dingen
Tot Ceres lof gaet singen,
Wanneer hy siet het Velt
Met Kooren schoon gestelt;
Het quackeltjen oock in het zaet
Van vreugden om sijn gaeytjen slaet,
Maer ick alleen Blijf gestadigh in 't geween:

6. In bos, berg en revieren
Op veelderley manieren,
En Phylomenus sanck,
Geeft d'Echo weer geklanck,
Den Christalijnen Ysel is,
Vol bly gespartel van den vis,
Maer ick alleen Blyf gestadig in 't geween.

7. Zy die my gaet beroven
Vreugt vryheyt daer en boven,
Mijn hart, mijn ziel, mijn sin
Lacht nu ick treurig bin.
Zy schept een vreugt in mijn verdriet,
Haer hart verheugt en singt een Liet,
Maer ick alleen Blijf gestadigh in 't geween.

8. Eylaes! wreede vrindinne
Heeft mijn getrouwe minne,
Verdient dan sulken loon
Te sterven duysent doon,
U stemmigh hart, u wreet gemoet
Sal 't nimmermeer eens sijn versoet,
Moet ick alleen stadigh blijven in 't geween:",La princesse,Amsterdam,../../data/dbnl/else006lacc01_01.xml
4591,stal001extr01_0014,1631,1631.0,1000716,333333332222,vmvmvmvmmmmm,aBaBcDcDEFEF,3a 3B 3a 3B 3c 3D 3c 3D 2E 2F 2E 2F,.3a   .3B   .3a   .3B   .3c   .3D   .3c   .3D   .2E   .2F   2E   .2F,,6,12,"WAcht u toch wel te kloven
Het Christelijk verbond:
Maer alles te geloven
’t Welk u de vaste grond
Der Kerken heeft bevolen:
Want die in een failleert,
In alles ook moet dolen
Wes hy belijd of leerd.
‘tGeloof behoud,
Van eerst te lest
Want eene fout
Bederft de rest.

De waerheid is eenvuldig,
En die maer een Gebod
En overtreedt, is schuldig
De resten ook, die God
Zijn creatuiren zette.
Om dat hy obstinaet
Den gever vande Wetten
In een bevel versmaet.
‘tGeloof behoud,
Van eerst te lest
Want eene fout
Bederft de rest.

Ze brengt u vande liny
Des Christen zins; en laet
U niet dan een opiny,
Helas! van eigen Raed.
Die u het een verkiezen,
En’t ander laten doed:
End’ over zulks verliezen
’t Geloof op staende voet.
‘tGeloof behoud,
Van eerst te lest
Want eene fout
Bederft de rest.

Ghy zegt, en blijft noch dwarsen
Mijn Richtsnoer is de Schrift.
’t Is waer. Maer nae uw’ harsen
Vw’ zin, uw’ eigen drift,
Verstaen: die z’uw doen duiden
Op een zoo nieuwen gloos,
Als gisteren, en huiden
Calvijn of Luther koos.
‘tGeloof behoud,
Van eerst te lest
Want eene fout
Bederft de rest.

De Kerk heeft ons gegeven,
Met een getrouwe hand,
Al watter staet geschreven.
’t Is re’en dat wy ’t verstand
Dan ook deemoedig buigen,
En horen haer gezag
Den rechten zin betuigen
Der Schriften, zoo ze plag.
‘tGeloof behoud,
Van eerst te lest
Want eene fout
Bederft de rest.

Doed wel, en wild dan wijken
In ’t een noch ’t ander niet
Van ’t geen de Catholijke
Vergad’ring u gebied.
Want die van haer wil scheiden,
Of nae haer niet en hoord,
Een Toll’naer, end’ een Heiden
Zal sijn, nae Christus woord:
‘tGeloof behoud,
Van eerst te lest
Want eene fout
Bederft de rest.",O Friesland zo vol deugden,Leuven,../../data/dbnl/stal001extr01_01.xml
4612,stal001extr01_0035,1631,1631.0,1000716,33333333,mmmmvvvv,AABBccdd,3A 3A 3B 3B 3c 3c 3d 3d,.3A   .3A   .3B   .3B   .3c   .3c   .3d   .3d,,7,8,"T’Moet wel een blinde sijn
Sprak sinte Augustijn,
Die een zoo hogen stad
In d’oogen niet en vat
Of een zoo klaren luyster
Niet zien kan in den duyster
Komt ziet dan na de merken
Der Katholijker Kerken.

Z’ is een, dit’s ’t eerste merk
In lering, end’ in werk.
Z’ is een, in een gevoel,
Z’ is een, in eene stoel
Z’ is een, in Testamenten
Z’ is een, in Sacramenten.
Komt ziet dan na de merken
Der Katholijker Kerken.

Z’ is heilig; doedt dit by
Het eerste teiken vry.
Z’ is heilig inde Leer,
Z’ is heilig even zeer
In leven, en in daden
Van wond’ren, en genaden,
Komt ziet dan na de merken
Der Katholijker Kerken.

Z’ is algemeen, dit’s lest,
Verspreid van Oost te West.
Gepredikt breed en wijd,
Van d’alder oudsten tijd.
Bele’en van alle luyden,
Tot opden dag van huiden.
Komt ziet dan na de merken
Der Katholijker Kerken.

Hier tegens drait de leer
Des Ketters, min noch meer,
Als een gezweepte tol,
Den Bijbel door den bol.
Die haer van deur te deuren
Hoe langs hoe meer doed scheuren.
Komt ziet dan na de merken
Der Katholijker Kerken.

Wat heiligheyd verwacht
Ghy nu van een geslagt
’t Welk van d’onreine Mam
Van zulken Lely kwam?
En nae Goods Wet beschreven.
Onmog’lijk zeydt te leven.
Komt ziet dan na de merken
Der Katholijker Kerken.

Dat nu haer algemein,
Berom een Kerk zoo klein
Van tijd en van begrip.
Helas! het volk  heeft slip
Zoo lang tot dat z’ haer Iaren
Van Christus af verclaren.
Komt ziet dan na de merken
Der Katholijker Kerken.",Wie zal toch troosten mijn,Leuven,../../data/dbnl/stal001extr01_01.xml
4614,stal001extr01_0037,1631,1631.0,1000716,4444,vmvm,aBaB,4a 4B 4a 4B,.4a   .4B   .4a   .4B,,7,4,"WAer toe all’ deze Ceer’monijen
Gedrongen in des Heeren huis,
Van Waken, Vasten, Vieren, Wijen,
Van Lamp, van Was, van Kas, van Kruis?

Waer toe vercierdt de Koninginne
Met bagen, en met gulde kle’en?
Wiens hoogste glory doch van binnen
Bedekt stond, onder kuisse le’en.

Waer toe ‘tgeblomt, waer toe de bladen
Tot overvloed? wast niet genoug
Dat Hof en Hout met vrucht geladen,
En dat den wijngaerd druiven droug?

In dien wy waren Serafinen,
Zoo waer ons niet van no’e dan geest:
Maer nu wy sijn gevleeste zinnen,
Is ons wat meer van doen geweest.

Om datze Gods Autaer vereeren,
End’ ons verwekken niet te min;
Iae zelfs ook iet verburgens leren,
En heugen doen des Heeren min.

’t Is om ons raek en daek te houden
Goods dienst, met zijn beloofde Rijk,
End’ om datz’ onderscheiden zouden
Den Ketter van den Katholijk.

’t Is eindtlijk, tot besluit van desen,
Om dat ghy’t noch eens vragen zout.
Want hoe ghy schoon werd onderwezen,
Ghy blijft noch even stout.",Nerea schoonste van uw geburen,Leuven,../../data/dbnl/stal001extr01_01.xml
