recordid,songid_DBNL,jaar_eind,jaar_begin,bronid,rijmaccent,rijmgeslacht,rijmschema,strofeschema,strofeschema_plus,trefw_genre,aantal_strofe,verstal,text,melodienorm,plaats,filepath_DBNL
13,_ams008amst01_0013,1643,1643.0,1000604,333333,mmvmmv,AAbCCb,3A 3A 3b 3C 3C 3b,.3A   .3A   .3b   .3C   .3C   .3b,"herderslied
antwoordlied",4,6,"WAer doolje soete Schaep,
En laet u Herders-Knaep,
In droevige gepeynsen:
Of Schaepjen dat ick vant,
Most sijn mijn Bellarand',
Dan sou mijn vreucht Son rijsen.

2   Ay jeugdigh pluym gediert
Hoe legje dus en tiert
Ey kunt my niet vermaken
Of 't Schaepjen dat ick vant,
Most sijn mijn Bellarant
Na wiens by sijn ick hake.

3   Deck Phebe, deck u Sael,
U schitterend' gestrael,
Can 't Hertje niet verblijen,
Of 't Schaepjen dat ick van't
Most sijn mijn Bellarant
Dan seeg mijn druck ter sijen.

4   Sou Bellarant wel sijn,
De heelster van mijn pijn.
Och jae 'k en kan niet rusten,
Of 't Schaepjen dat ick van 't,
Most sijn mijn Bellarant,
Het doel-wit van mijn lusten.",Lofzang van Maria,Amsterdam,../../data/dbnl/_ams008amst01_01.xml
50,_ams008amst01_0043,1643,1643.0,1000604,4545334222,mmmmmmmvvm,ABABCCDeeD,4A 5B 4A 5B 3C 3C 4D 2e 2e 2D,.4A   .5B   .4A   .5B   .3C   .3C   .4D   .2e   .2e   .2D,"kluchtlied
verhalend lied",6,9,"BEwaerje vuyr en keersje wel
De klock het tien, laet sien tien, Tien het de klock,
Wat isser menigh jongh ghesel
Die lustigh hellen naer het soete jock,
Dit siet de Ratelwacht,
Soo menighmael by nacht
Als al de starren verschoven staen
Dan komter in doncker
Soo menigen proncker
gestreden aen.

2   Ellef uuren ellef ellef
De klock het ellef uuren Hout en hoort
Wie leyt 'er nu soo van sijn sellef,
Die niet sou weten dat hy hier behoort
By Bacchus koele wijn
De vrolickste te zijn
En by de vangst van vlugge Diaen,
Die om ons te laven
met Ceres heur gaven,
Voor Venus staen.

3.   Ey luystert na mijn voort en hoort
ick heb de klock stracks twalef hooren slaen,
Een yder doet dat hem behoort,
Gespeelen wilt met vreughde voor ons gaen
Nadien wy sijn gevoet
Vol op in overvloet
Met Ceres heur gaven en Bâcchus dranck
Van 't wilde gebrane
en wat noch Diane
Ter taefel schanck.

4   Noch roept de Ratelwacht by nacht,
De klock het ien laet sien ien het de klock,
Is 't nu niet lang genoech gewacht?
t' Sa lustich aenden rey van 't soete jock,
Wijckt Hymen ginder heen
De Bruyd brengt na beneen,
En met sijn toorts ter feeste geleyt
Om daer te verrichten
heur minnende plichten
In soeticheyt.

5   Twie uren het de klock loop kock,
De klock het twie gespelen repje ras,
Stop alle prullen in een hoeck,
En brengt de Bruygom daer hy garen was,
By sijn beminde Bruyt,
Hen in de salen sluyt
Daer dese soetertjes met haar twie
Heur brant sullen blussen,
Met woelen en kussen
De klock het twie.

6   Nu roept de waker wederom,
De klock het drie en drie dat maackt een ry,
Twee speelnoots met den Bruydegom,
De Bruyt met twee gespelen an heur zy,
Dat isser net drie paar,
sliepense by malkaer,
Maar holla mijn sinnen hout binnen dien Aap
En oeffent u lujes
Met minnende kusjes,
Rijst uyt den slaap.",De mei die komt ons bij zeer blij,Amsterdam,../../data/dbnl/_ams008amst01_01.xml
82,_ams008amst01_0077,1643,1643.0,1000604,33323332333233222,mmmmmmmmmmmmmmmmm,AAABCCCBDDDEFFGGE,3A 3A 3A 2B 3C 3C 3C 2B 3D 3D 3D 2E 3F 3F 2G 2G 2E,3A    3A    3A   .2B    3C    3C    3C   .2B    3D    3D   3D   .2E    3F    3F    2G    2G   .2E,spotlied,4,17,"VOeg u aende krants // 
Van ons dooden dans //
overleefde mans // 
die kreupel gaen
Sie u stockjes ree // 
en u kruckjes mee //
die u oude wee // 
ons wijsen aen
Hippelhomp, homp, homp // 
met u dwarse stomp //
Laet u oude romp // 
ons rey versien,
Yder stel hem rat 
met sijn ouwe gat,
en hy vat // 
na de schat
die wy hem bien.

2   Ouwe Wijfjes kom,
Hippel mee ront om,
Slae de ketel trom,
t' Soe dob, dob, dob,
Tree al hinckent aen
Laetje spintuych staen,
Vat u toverwaen
En rijter op.
Schoor u bonte rock,
geeft u op de stock,
Luy de swartte klock,
In Plutoos naem,
Onse gantsche Rey,
Sal u doen geley,
Onder d' Aert,
Daer de waerdt
V acht bequaem.

3   Muffe Jongmans hey,
Eer onse dansse schey,
V veront geley,
Begeeren wy
Breng ons nu 't gemack
Dat u trouwtje brack.
Inde Leere-sack,
Aen brockjes by
Spoed u loome tredt,
Naer het dooden bedt
In de kring geset,
Voor laet berou
Houwer vry wat plaets,
Voorje ouwe maets,
Die de noot
Vande doodt
Ons streckt een Jou.

4   Kom al mee opt lest
En vervolde rest
Ouwe Vrijsters prest
V aen ons sy,
Schoon u d' Aert ontseyt
Alle vruchtbaerheyt,
Yder is bereyt
Wy staen u by
Soo u maegdom huylt
En in kreuckjes pruylt,
geef ons watter schuylt,
Wy smooren uyt,
Hey! tsa wacker aen
Laet nu ommegaen
Onse rey,
Heeft geley,
Dus gaen wy uyt.",Voeg u aan de krans,Amsterdam,../../data/dbnl/_ams008amst01_01.xml
1638,_ant001antw01_0042,1544,1544.0,1000000,444444444,vmvmmmmmm,aBcBBDEED,4a 4B 4c 4B 4B 4D 4E 4E 4D,.4a   .4B   .4c   .4B   .4B 4D 4E 4E 4D,"liefdeslied
dialooglied, wereldlijk",4,9,"EEn ionck herteken goet van prijse
Ghinck voor een ioncfrouwe staen.
Hi seyde ioncfrouwe met goeden auijse
Mochte icin uwen boomgaert gaen
Ick soude vanden bladerkens plucken
ende die rooskens laten staen
Si seyde ionck heere dat is wel verstaen
Mer ten sal also niet zijn
daer en is maer een alleyn
die van mijnen boomken reyn
Plucken sal een bladekijn

Hi seyde wel ouer schoone ioncfrouwe
Laet mi in uwen boomgaert gaen
ende ic sal van die rooskens plucken
Ende die bladerkens laten staen.
Si seyde ionck here dat waer wel gedaen
Mer ten mach also niet zijn
Want daer een is mer een alleyn

Hi seyde wel ouer schoone ioncfrouwe
En verrantwoordet niet so fel
Ick hebbe veel berghen sien hoogher dalen
Dan dat torreken datter neder daelt
Si seyde ionck heere ick ghelooues wel
Mer ten sal also niet zijn
Daer en is mer een alleyn

Hi seyde wel ouer schoone ioncfrouwe
Ick legghe mijn hooft in uwen schoot
Moechdy mi nv gheen troost gheuen
So blijue ic van trouwe doot
Si seyde ionc heere ghi en hebt gheen noot
Ghi verliest uwen tijt
Daer en is mer een alleyn",Een jong hartje goed van prijs,Antwerpen,../../data/dbnl/_ant001antw01_01.xml
1643,_ant001antw01_0047,1544,1544.0,1000000,333333332333,vmvmvmvmmmmm,aBaBcDcDEEFF,3a 3B 3a 3B 3c 3D 3c 3D 2E 3E 3F 3F,.3a   .3B   .3a   .3B   .3c   .3D   .3c   .3D   .2E   .3E   3F   .3F,"liefdesklacht
afscheidslied",6,12,"FOrtuyne heeft mi verbeten
In lijden dus gheschent
Als mijn lief mach weten
Si hout mi in torment.
wantrouwe ghi doet mi quelen
Daer ic mi toe verliet. |
Met mi hout si haer spelen
Op mi en achtse niet
Haer aenschijn claer
Tscheyden gaet mi so swaer
Ay lacen lief ay my.
Scheyden moet ick van dy

Dat ick van haer nv moet scheyden
Ic blijue in drucke versmacht.
Schoon lief wilt my troost gheuen.
Het is wel in v macht
O Cupido god van minnen
Laet ghi mi int verdriet
Ick duchte ick sal ontsinnen
So ghi voor ooghen siet
Haer aenschijn claer
Tscheyden gaet mi so swaer
Ay lacen lief ay my.
Scheyden moet ick van dy

Mocht icse noch aenscouwen
Haer schoon bruyn oochskens claer.
Die bloeme bouen alle vrouwen
Haer wesen is eerbaer
Men costse mi niet ontprijsen
Nv noch tot gheender stont
Mochte haer minne noch rijsen
So waer ick al ghesont
Haer aenschijn claer
Tscheyden gaet mi so swaer
Ay lacen lief ay my.
Scheyden moet ick van dy

Mer lacen si slaet mi nv swijcke
Die suyuer maghet reyn
Ick en ben niet haers ghelijcke
Dat sie ick wel certeyn
O radt van auontueren
Gaet altoos uwen ganck
Mach mi gheenen troost ghebueren
Dat lijden wert mi veel te stranck
Haer aenschijn claer
Tscheyden gaet mi so swaer
Ay lacen lief ay my.
Scheyden moet ick van dy

Fortuyne sal noch faelgieren
Ende dat in corten termijn
Ick sal noch vruecht hantieren
In spijt van alle dese nijders fenijn |
Al ligghe ick onder die voeten
Ick sal noch rijsen wel
Ende mijnen druck noch boeten
Ondanc alle die nijders fel
Haer aenschijn claer
Tscheyden gaet mi so swaer
Ay lacen lief ay my.
Scheyden moet ick van dy

Princersse reyn ghepresen
Oorlof als nv ter tijt
Als ick bi v alleyne mach wesen
So ben ick al verblijt
Dat ic van v nv moet scheyden
In also corten termijn
Oorlof tusschen ons beyden
Adieu die liefste mijn
Haer aenschijn claer.
Het scheyden gaet mi so naer
Ay lacen lief ay my
Scheyden moet ic van dy",Fortuin wat heb dij gebrouwen,Antwerpen,../../data/dbnl/_ant001antw01_01.xml
1715,_ant001antw01_0119,1544,1544.0,1000000,442442,mmmmvm,AAABcB,4A 4A 2A 4B 4c 2B,.4A   .4A   .2A   .4B   .4c   .2B,liefdesklacht,8,6,"MArgrietken ghy zijt so huebschen dier.
Ghi hebter twee bruyn oochkens die ic gaern aensie
reyn vrouwelijc dier
Sout ghi niet willen scheyden eer lanck
Inden crijch sal ic v leyden.
schoon lief ist uwen danck

Al inden crijch daer wil ick zijn.
Men schencter de vrome lantsknechten den wijn.
Reyn vrouwelijck fijn
al onder die | blauwe lendauwe
Voorwaer daer is gebrec van vrouwen
Schoon lief had ic v daer

Mer grietken woudy met mi gaen
Ick soude v leyden al voor Terwaen
Reyn vrouwelijc graen
daer sullen die lantsknechten neuen v staen
Si en sullen v scoon lief tot geender noot af gaen

Al voor Terwaen daer is groot noot
Men slater die vrome lantsknechten al doot
Cleyn ende groot
te voet en oock te paerde
Gaet me schoon lief rijdt uwer vaerde
Laet mi met vreen

Mer grietken wout ghi met mi
Ic wou met dy
veel voorder soude ic met v gaen
Begheerdijs op my
So gaet hem af ende blijft mi bi
Tis al verloren wat ic doe schoon lief om di

Margrietken woudt ghi so wel als ick.
Ghetrouwe bleef ic tot in den laetsten stric
Ic en sach mijn dagen noyt fraeyder quick. |
Soudt ghi niet dorren auontueren schoon
				lief
Also wel als ick

Mer die dit liedeken heeft gedicht
Sijn herteken dat truerde licht
Vrij niet en sucht.
Quade nijders die houden hem in die pijn
Daer om dat hise deruen moet dat vrouken
				fijn

Mer die dit liedeken eerstmael sanck
Dat was een ruyterken wt westlant.
Vrij ende vranc
Sijn leuen dat viel hem veel te lanck
daerom dat hise deruen moet tegen
				sinen danck",Margrietje gij zijt zo hups dier,Antwerpen,../../data/dbnl/_ant001antw01_01.xml
1739,_ant001antw01_0143,1544,1544.0,1000000,4444442244224,vmvmmmmmvmmmv,aBaBCBCCdEEEd,4a 4B 4a 4B 4C 4B 2C 2C 4d 4E 2E 2E 4d,.4a   .4B   .4a   .4B   .4C   .4B   .2C   .2C   .4d   .4E   2E + .2E   .4d,liefdesklacht,2,12,"SChoon lief hoe moechdi mi vergeten
In also corter stont
Wat mach v aen mi ghebreken
Ic bidde v liefken maect mi des condt
Noch bid ic v ter eeren
Van uwen rooden mont
die ic v gan 
Als getrouwich man
dat roode bloet wt mijnder herten
dat schencke ick v reyn wijflijc saet
Mijn toeuerlaet  daert al aen staet
Ghi doet mijn herte  groote smerte |

Int smerten lijde ic groot verdriet
Mer si en acht mi niet een twint
Nochtans is si mijn weerste lief
Al en heeft zijt niet versint
O mindese mi die bloeme reyn
So waer gheblust alle mijn miskief
Want si is certeyn 
Mijn weerste greyn
Voor al dat leeft draghe ic haer gonste
haer minlijc wesen maect mi so mat
In venus bat  ick segt v plat
Wanen ghemint te sine en is gheen conste",,Antwerpen,../../data/dbnl/_ant001antw01_01.xml
2173,blas001fida01_0076,1663,1663.0,1000642,535332333,mvmvvmmvv,AbAbcDDcc,5A 3b 5A 3b 3c 2D 3D 3c 3c,5A    3b    5A    3b    3c    2D   .3D    3c=   3c=,liefdeslied,4,9,"SChoone Hand, als leevend Alabast,
Met saffiere schooten,
Daar het blaaw op witte gronden wast
En te saam schiet looten;
Gy verblind mijn oogen,
Gy sticht smart
In 't binnenst van mijn hart,
En doet my aâmtoogen.
En doet my aâmtoogen.

Hoe durst gy ô schoone Diamant
Aan haar pinkje pronkken?
Al uw glans vlucht dadelijk aan kant,
Wen haar oog schiet lonkken.
Neem een bruynder luyster
Na mijn raad,
Want of gy helder staat,
By haar word gy duyster.
By haar word gy duyster.

Peerle-snoer, onschatbaar in waardy,
Poogt gy die te cieren?
Ik sal noyt uw seeven-dubble ry
Vol uyt kunnen vieren.
Want haar witte handen,
Spijt de Melk,
Ontluysteren u elk,
En doen u maar schanden.
En doen u maar schanden.

Ik heb lest die blankke hand gekust,
En was flux vol minne:
Och wat word mijn breyn noch ongerust,
Eer ik weer-min vinne.
Maar ik troost mijn tijden,
En wil om
Haar Hand en Maagde-blom
Wel veel droef heyd lijden.
Wel veel droef heyd lijden.",La cardinale,Amsterdam,../../data/dbnl/blas001fida01_01.xml
2186,blas001fida01_0089,1663,1663.0,1000642,33333333333,mmvmmvmmmmm,ABcABcDEDEE,3A 3B 3c 3A 3B 3c 3D 3E 3D 3E 3E,.3A   .3B   .3c   .3A   .3B   .3c   .3D   .3E   .3D   .3E=  3E=,liefdeslied,4,11,"HOe leef ik Fidamant
In sulk een ongeluk
En endeloose smarten!
Mijn echtelijke brand
En ongeveynfde druk
Mijn Lief niet gaat ter harten.
Sy harder als een steen,
Die door het nat word week,
Verweekt door geen geween,
Noch Minnaars trow gesmeek.
Noch Minnaars trow gesmeek.

Schoon ik aan Celestyn
Mijn bleekke kaakken toon,
En wijs hoe die vervallen,
En klaag mijn Minne-pijn,
En bid om weeder loon,
Sy acht het niet met allen.
Al seg ik hoe sy my
In 't sin speelt dag en nacht;
Sy haat mijn minnery
En lacht met al mijn klacht.
En lacht met al mijn klacht.

Indien sy niet en was
De schoonste die men vind
In Amstels-Stad gebooren,
'k Sou meenen, dat een Das
Of Tygerin dat Kind
Geteelt had sonder glooren.
Sy seyt, ik weet niet, wat
Gevry of Liefde is,
En minder niet als dat
Quam oyt in mijn gewis.
Quam oyt in mijn gewis.

So ik haar eewig sow
Om deese echte strik
En meededoogen vrijen,
En nimmer erven trow,
Soo geef Jupijn, dat ik
Mijn Liefde set ter zyen.
Tot dat mijn Celestyn
My min, en ik haar niet,
Dan sal ten ende sijn
Mijn onderling verdriet.
Mijn onderling verdriet.",Ik heb menig pint en kan,Amsterdam,../../data/dbnl/blas001fida01_01.xml
2210,blas001fida01_0113,1663,1663.0,1000642,23553123223,vmmmvvvmvvm,aBBBccdEddE,2a 3B 5B 5B 3c 1c 2d 3E 2d 2d 3E,2a   .3B   .5B=  .5B=  .3c   .1c   .2d/   3E*  .2d/  .2d/  3E*,"liefdeslied
klaaglied",4,11,"GRoote Gooden!
Hoe treft het Minnewicht
My on-meedoogend met sijn minne-schicht!
My on-meedoogend met sijn minne-schicht!
Moet ik dan steeds mijn daagen
In klaagen
En soet verlangen 
so verslijten doen?
En soet verlangen,
En soet verlangen,
So verslijten doen?

Ik moet sterven
So ik geen middel vin
Door de belooning van uw weedermin,
Door de belooning van uw weedermin.
O lieve Nymf, mijn aaren
Verklaaren
Hoe groote liefde 
ik uw schoonheid draag.
Hoe groote liefde,
Hoe groote liefde,
Ik uw schoonheid draag.

Sietse swellen
Door een stantvaste vlam,
Die uit uw oogjes in mijn boesem quam,
Die uit uw oog jes in mijn boesem quam.
Mijn hartje draagt veel wonde',
O Blonde,
Die ik door diensten 
om uw deugden kreeg.
Die ik door diensten,
Die ik door diensten,
Om uw deugden kreeg.

Niet behaagt my,
Nu ik uw weermin mis,
Dan eensaamheid die in de nachten is,
Dan eensaamheid die in de nachten is.
Mijn leevens dag sal enden,
En wenden
So Celestyne 
gy geen liefde toont.
So Celestyne
So Celestyne
Gy geen liefde toont.",Repicaban,Amsterdam,../../data/dbnl/blas001fida01_01.xml
