recordid,songid_DBNL,jaar_eind,jaar_begin,bronid,rijmaccent,rijmgeslacht,rijmschema,strofeschema,strofeschema_plus,trefw_genre,aantal_strofe,verstal,text,melodienorm,plaats,filepath_DBNL
1786,_ant001antw01_0190,1544,1544.0,1000000,33334225,vmvmmmmm,aBaBBBBB,3a 3B 3a 3B 4B 2B 2B 5B,.3a   .3B   .3a   .3B   .4B   .2B   .2B   .5B,"loflied, wereldlijk
historielied",8,8,"HOort menschen hier gheseten
Int borgoensche crijt
die vromelijc drincken en en eeten
en bedreuen iolijt
Om dat ons Keyser nv wort benijt
Ende so vromelic strijt 
dies zijn wy verblijt
Wi dancken al tsamen god gebenedijt

Menich herteken was int benauwen
Int borgoensche pleyn
Om dat Gelder en Cleefsche landouwen
En die Gulkenaers cleyn
Spraken van onsen Keyser vileyn
Ende seyden certeyn 
al tsamen ghemeyn
dat hem die cabbeliauwen hadden in

Een herte vernedert van gheeste
In gods toe verlaet
Niewers hem en maect de meeste
Wert verheuen iaet
Maer die hem verheft  hoort menschelijc saet
Wert vernedert quaet 
het blijct aent misdaet
Vraget Willem van Guilic die geuangen gaet

Die coeruoorsters spraken te rade
Aen ons Keyserlijck graen
Oft hy Willem niet in genade
Soude willen ontfaen
Ons Keyser en wilde aen sulc vermaen
gheen hant aen slaen
hi wilde weten saen
Waer om dat hy den Arent was af gegaen

Die coeruoorsters elck ander in stade
Gingen Willem beuroen
Ende spraken eert is te spade
Hoort hier Cleuenaer coen
trec in Keysers handen op dit saisoen
In der velden groen
als geuangen baroen
En op diet v rieden  wilt v ontschult doen

Nv en sal prophecie niet liegen
Hoort al hier naer
Alle loosheyt en bedrieghen
Wert nv openbaer
Tis so misselic wiet berocket heeft
En dus heeft gesneeft
vry lelie nv beeft
Wi dancken god dat onsen Keyser noch leeft

Gelder Cleef en Guylic die landen
Recht vry ongespaert
Begeren onder ons Keysers handen
Te sijne bewaert
Wilde hyse ontfangen als Keyser vermaert
Si zijn vol vaert
nae den vroemen libaert
Hi wilse met brabant hollant hebben gepaert

O princelijc prince verheuen
Karolus coragieus
Van ws gelijcken en was noit ghescreuen
Noch soe victorieus
Het buycht al voor ons keyser valiant
Doer gods crachtige hant
den Torcxen tirant
wilt god ons keiser sal besitten sijn lant",Van Jonas,Antwerpen,../../data/dbnl/_ant001antw01_01.xml
2159,blas001fida01_0062,1663,1663.0,1000642,444444444,vmvmvmvmM,aBaBcDcDD,4a 4B 4a 4B 4c 4D 4c 4D 4D,4a    4B    4a    4B    4c    4D    4c    4D=   4D=,liefdeslied,8,9,"WAt heeft Liefde wondre werken!
Wat heeft Liefde wonder kracht!
Niemand kan de drift bemerken
Dien geen Liefde t'onder-bracht.
Schoon mijn boesem was gewapend
Met pansieren voor de Min,
Venus Soontje my al slapend
Schiet sijn pijl in 't hartje in.
Schiet sijn pijl in 't hartje in.

Och! hoe blaakken daar de gloeden,
Och! hoe nestelt daar de brand
Die door al mijn Rif gaat woeden
En 't beroep set aan een kant.
Och! wat voel ik Minne-vlagen?
Wat al onlust browt die my!
Niemand mag die smerten draagen
Die 'k om Celestyne ly.
Die 'k om Celestyne ly.

Celestyne die de Maagde
In vernuft en schoonheyt tart;
Celestyn die my behaagde
Als Voogdesse van mijn hart;
Celestyne doet my loosen
Sucht op suchten sonder dank;
Celestyn om 't minne-koosen
Maakt my ongesont en krank.
Maakt my ongesont en krank.

Wat kan u dan soo ontstellen
Seg mijn waarde Engelin,
Gy die d'oorsaak van mijn quellen
En de bron sijt van mijn min?
Waar toe dit aamtochtig kermen?
Waarom fnuykt gy Paphos wiek?
Waarom roept gy; uyt mijn Ermen,
Ey blijf weg gy maakt my siek.
Ey blijf weg gy maakt my siek.

Raakt mijn Siekte om uw Liefde
U soo deerlijk in 't gemoed,
Dat die mee uw borst doorgriefde
Die soo fel in mijne wroet?
Nu gy siek word in uw lenden,
Hoop ik sal de Minne-vrouw
U wel in gedachten senden
Dat die siekte eyst een Trouw.
Dat die siekte eyst een Trouw.

't Huwlijk sal die siekten enden.
't Huwlijk maakt ons bey gesond.
't Huwlijk mindert ons' ellenden.
Kies dan d'Echt met hart en mond.
't Is ook beeter mijn Beminde,
Dat u siekte quelt als my;
Gy kunt hulp en middel vinde',
Wijl ik ongeneesbaar ly.
Wijl ik ongeneesbaar ly.

Gy kunt my alleen geneesen
Door beloften van uw Trouw,
Gy sult ook gesond dan weesen
Wen gy sijt mijn Echte Vrouw.
Segt gy Neen, soo blijf wy beyde
In een siekkelijke staat;
Segt gy Ia, daar ik om vleyde,
Onse siekte flux vergaat.
Onse siekte flux vergaat.

Onse Siekte en Gesontheyd
Hangt aan u mijn Lief alleen;
Siet hoe reyn myn harte grond leyt,
En hoe trouw dat ik het meen.
Wilt uw siekte dan verdrijven,
Gy verdrijft de mijne mee,
Maar soo gy noch siek wilt blijven,
Blijf ik siek vol eeuwig wee.
Blijf ik siek vol eeuwig wee.",Petit Bordeaux,Amsterdam,../../data/dbnl/blas001fida01_01.xml
2436,bred001dage01_0006,1638,1638.0,1000650,6666,vmvm,aBaB,6a 6B 6a 6B,.6a   .6B   .6a   .6B,toneellied,9,4,"Hoe staroogt mijn ghesicht, wat mach 't gepeyns bedelven?
Wat isser in mijn breyn dat tot den Hemel klimt?
O klare spiegel van de kennis van mijn selven,

Ghy toont my 't kundich quaet, dies my het herte krimpt.
Ick selve, sie mijn selfs, met schricken en met schreumen,
Mijn ziel is soo bebloedt dat icker selfs af schurck:
Ach etterachtich beeldt! mijn krachten die verkleumen,
Ick vrees' meer voor mijn selfs als voor de quaetste Turck.

Ick selfs, ben mijn selfs, en Godt de Heere teghen,
Ick selve haet mijn selfs, en lief my inde schijn,
Ick selve die ben selfs tot mijn verderf genegen,
Hoe wel mijn selven ick schijn voorderlijck te zijn.
Als my verleyt, en vleyt, het vleeschelijck verkiesen,

Wanneer ick my verbeeldt die wel gewilde lust:
Maer doen ick die genoot, doen deedse my verliesen
Mijn naem en goede faem, en mijnder zielen rust.
Hoe dickmaels hebb' ick selfs mijn selven gaen bekyven
Van sonden, die ick selfs voor Godt den Heer beken;

Ick neem wel dickmaels voor de boosheyt uyt te dryven
Maer wat ick laet of doe, ick blijf vast die ick ben.
Helaes! dat ick mijn selfs geen wetten en kan maken,
Die mijn verpeende straf af-locken tot het goet,
Dat doet mijn droeve ziel veel bitt're tranen braecken

Met suchten die gepranght, geparst sijn uyt mijn bloet.
Maer wie sal ick mijn leet, meer als mijn selven klagen
Die 't selve hebb' verschult door 't boeten van mijn wil,
Dus moet ick met ghedult mijn smart oock selver dragen:
En klagense aen Godt en swygen voorder stil.

Och waert dat ick mijn selfs doch grondich kon bekennen,
En mijn onwaerdicheen, en Godes Majesteyt:
Ick souw soo veel ick mocht het quaet my gaen ontwennen;
Doch ick geef my gheheel in sijn barmherticheyt.
O! groote Coningh die de gulde heyl'ge rijcken

Der Hemelen besit, en alles overheert:
Laet in mijn selven doch u lieve godtheydt blijcken,
En van de dwael-wegh, my genadelijck bekeert.
Helaes! wat droeve ramp? wel waerdigh te beklaghen,
Hier leyt een Jongelingh heel jammerlijck verslagen;

En dese Maeght die schijnt door groote rouw ghestickt:
Ick weet niet hoe ick ben, soo seer ben ick verschrickt.
Ick wil haer met wat kruyt wat wryven, en besprenghen
Met water, 'k sal misschien haer Ziel te rechte brengen.",Esprits qui soupirez,Amsterdam,../../data/dbnl/bred001dage01_01.xml
3262,cloe001edes01_0024,1677,1677.0,1015966,6335555331,vvmvmvvmmv,aaBaBccDDc,6a 3a 3B 5a 5B 5c 5c 3D 3D 1c,6a    3a   3B   .5a    5B   .5c    5c    3D    3D   .1c,geestelijk lied,8,10,"Laat oock komen wat dat op aard’ wil komen!
‘k Zal het zonder schromen
wachten van mijn Godt;
‘k Weet dat altijd op der aard de vroomen
Kruys en lijden hebben tot haar lot:
‘t Zy dan wat het zy, ‘k wil het geern verdragen!
‘k Ben niet keurig wat het zijn voor plagen,
‘k Zal mijn tegenspoet,
lijden met een goet
behagen.

Hy is d’Opper-Heer, wie zal hem dan vragen
Als hy zend zijn plagen,
waarom doetje dat?
Schoon dat het vat in stucken word geslagen
‘t Vat heeft evenwel geen woord in ‘t vat,
Om in ongeduld tegens God te morren,
‘t Past geen schepsel tegens God te knorren,
Maar tot lijdsaamheid,
moet ons zijn hoogheid
aanporren.

Al het geen ick ben heb ick maar ter leene,
‘t Komt God al met eene,
‘t is het mijne niet,
En mag de Heer dan oock niet met het gene
Dat hem toebehoort, schoon ick het geniet
Doen wat hem belieft? hand'len na zijn wille?
Zal zijn wel-gehagen my niet stillen?
En zijn wil de mijn,
niet doen van de zijn
verschillen?

Ach moght mijnen wil in Gods zijn verlooren!
En Gods wil verkoozen!
at dat eygen Ick
Uyt my verbannen zijn mogt na behooren!
En mijn wil des Heeren wil gelijck!
Op dat als ick zy in elend na desen,
Uwen wil oock mijnen wil mag wesen,
En al ‘t geen gy doet,
van my zijn voor goed
gepresen.

Tuygt hy my ick weet ‘t is tot mijnen besten,
En het zal ten lesten
y nog zijn ten goe:
Hy komt zijn heyl daar door in my te besten:
O daar is nog honig aan de roe!
Schoon dat ick dat in ‘t eerst niet wel kan mercken,
Hy komt mijn ziel in droefheid te verstercken,
En door zijne tucht,
in my nog veel vrucht
te wercken.

’k Lijd’ oock wat ick lijd’ Heer gy zijt regtveerdig!
‘k Ben het dubbelt weerdig
als gy my kastijd;
En zal ick dan niet willig zijn en veerdig
Dat te lijden! daar gy my bevrijt
Van veel groot’re smert, en benaud’re plagen!
En my geven moght veel herd’re slagen!
‘t Past dan immers niet,
over zijn verdriet
te klagen.

Salig is de mensch die de Heer kastijdet,
En veel smerten lijdet
met geduldigheid,
Indien dat hy hier na mag zijn bevrijdet
Van des Heeren toorn en grimmigheid!
Het is maar een blick by dat eeuwig branden,
En een knip by ‘t helsche knappertanden,
‘k Vraag’ niet dat ick nu
lijd’ zoo ‘k maar by u
belande.

Beter is het hier dan hier na te lijden,
‘t Kruys gaat voor ‘t verblijden,
droefheid voor de vreught,
Laat my op der aard’ door droefheid vry bestrijden,
Als ick maar hier na mag zijn verheught:
Wilt my op der aard’ branden, snijden, kerven,
Doet my vry hier alle dage sterve,
Als ick maar uu rijck,
hierna in eeuwighlijck
be-erve.",Dartel Venus' wicht,Utrecht,../../data/dbnl/cloe001edes01_01.xml
4768,stal001extr01_0191,1631,1631.0,1000716,33333333,vmvmvvmm,aBaBccDD,3a 3B 3a 3B 3c 3c 3D 3D,.3a   .3B   .3a   .3B   .3c   .3c   .3D   .3D,,9,8,"DE meulens moeten malen
Het geen men daer in stort
Maer och! mijn zinnen dwalen,
En doen mijn ziel te kort.
Houd op dan malle meulen,
Vw’ spot met my te speulen
V meel en is toch niet
Als i’elheyd en verdriet.

’t Is snoodheyd van bekoring,
Die my de rust verslijt.
’t Is krankheyd van verstoring;
’t Is ingebeelde spijt.
Houd op dan malle meulen,
Vw’ spot met my te speulen
V meel en is toch niet
Als i’elheyd en verdriet.

’t Sijn scrup’len van conscienty
(Voorwaer een groot gequijn!)
’t Is boet en penitency,
Die my verboden sijn.
Houd op dan malle meulen,
Vw’ spot met my te speulen
V meel en is toch niet
Als i’elheyd en verdriet.

’t Sijn vliegen, muggen, motten;
’t Sijn kled’ren lind’ of  wol;
’t Sijn vaten, kroezen, potten,
Die ’t hoof my blazen vol.
Houd op dan malle meulen,
Vw’ spot met my te speulen
V meel en is toch niet
Als i’elheyd en verdriet.

’t Sijn nodeloze zorgen:
’t Is anderluy bedrijf,
Daerom ik vanden morgen
Tot op den avond kijf.
Houd op dan malle meulen,
Vw’ spot met my te speulen
V meel en is toch niet
Als i’elheyd en verdriet.

’t Is wind van murmuraty:
Ay my! de deze staet
Veel dieper inde graty
Als ik, van zijn Prelaet.
Houd op dan malle meulen,
Vw’ spot met my te speulen
V meel en is toch niet
Als i’elheyd en verdriet.

Och! wat al goe gedachten?
Wat rijkdom van ghewin,
Doet in mijn ziel versmachten
De zucht van eigen zin?
Houd op dan malle meulen,
Vw’ spot met my te speulen
V meel en is toch niet
Als i’elheyd en verdriet.

Bedaerd u dan, mijn zinnen!
En tracht te malen deugd:
Daer deur ghy eens moogt winnen
De Hemelrijkse vreugd.
Houd op dan malle meulen,
Vw’ spot met my te speulen
V meel en is toch niet
Als i’elheyd en verdriet.

Wie kan ’t de meule wijten?
De Meulenaer is dwaes.
Of laet dan dus te krijten
Of komt my te Iutfaes
Beschuldigen met rede.
Want dat is d’eige stede,
Daert malle meulen recht
Bepleyt te werden plegt.",Daar zijn veel edele mannen,Leuven,../../data/dbnl/stal001extr01_01.xml
9103,lode002uyt_01_0064,1676,1676.0,1000814,224522245234222334342223334242422,mmmmvmmmmvmmmmmmmmmmmmmmmvvmvmmvm,AABBcDDEEcFFGGGHHHIIJJKKKllMlNNoN,2A 2A 4B 5B 2c 2D 2D 4E 5E 2c 3F 4F 2G 2G 2G 3H 3H 4H 3I 4I 2J 2J 2K 3K 3K 3l 4l 2M 4l 2N 4N 2o 2N,.2A   .2A   .4B   .5B   .2c   .2D   .2D   .4E   .5E   .2c   3F   .4F   .2G   .2G   .2G   .3H   .3H   .4H   .3I   .4I   .2J   .2J   .2K   .3K   .3K   .3l   .4l   .2M   .4l   .2N   .4N   .2o   .2N,"geestelijk lied
klaaglied",8,33,"ISraels Heyr!
Israels Heyr!
Ons Vader, Vader! ah! waar heen!
En laat gy ons, uw arme Kudd' alleen
Om slegts te klagen?
Treurige Nagt!
Stick-duystre nagt!
Men tell' u onder d'andere niet,
Als so een Ligt, so klaar een Ligt verschiet,
En swijmt in't dagen.
Ah! dat ons' oogen maar
Springen waren! om 't misbaar
Nagt en dag
nagt en dag
Ah! ah! ah!
Stadig in beklag
Ah! ah! ah! ah! ah!
Wt te jamm'ren nagt en dag!
Nu is ons vreugd in traan,
't Vrolijck Psalmen al gedaan:
Tranen sijn
Spijs en wijn
Tranen sijn
D' eenige geneugt
Daar ons siel nu vreugd
Vind', en rampig sig verheugt.
Wat Schoner Son was dees op d' eerde!
Wat lig aan d'eerde!
En laas! en laas! eer 't middag wierd
Sinckt al sijn weerde!
Gepeynsen, (Siel) om sulcke ligten
Sijn nieuwe schigten:
So sy 't! so sy 't! want traan op traan
Ons maar verligten.

Daar legt de Croon!
Daar legt de Croon
Van Zyons hooft helas! in 't stoff:
Daar breeckt die Gulde-mond sijn reden off,
En swijgt in de aarde
Mond, die een rots
Hard, stuyrs, sterck, trots,
Vermalen cond als stof, tot heyl;
Of harden, dat hy, 't masker of, en steyl
Sig openbaerde.
Mond, die het hert geroerd
Door de saal'ge paden voerd',
Als hy troost
's Hemels troost,
's Hemels troost,
't Eyndelose soet,
Uyt het Hemelsch bloed
On-uytspreecklijck suygen doet.
Als hy de deugden prijst,
Cundig leert; en cunstig wijst:
Met een woord
Dat behoort
Al die 't hoort;
Met een stage tred
Deugde-waarts gesett,
Wonder heylig, wonder net.
Mond, daar de Geest zijn diere sugten
On-spreeckbre sugten
(Die 't hert doorsoeckt verstaat den sin)
Door, uyt-wond-sugten:
In woorden deftig, magtig, wigtig,
Geest-rijck, voorsigtig,
(Ah! dodig hert! dat niet meed ging!)
En altijd stigtig.

Daar legt de Croon!
Daar legt de Croon
Van Zyon, met dat hert, (dien spring
Van wijsheyd) dat in ruym een omtreck ving
Veel grote saken.
Die volle borst!
Die Zyons dorst
Met duysent dingen in een uyr,
Als yder 't sijn nam, cond met soet, en suyr
So heylsaam staken.
't Verstandig breyn oh! oh!
Altijd suyver van bedrog
Dat te wagt
Dag en nagt
Dat te wagt
Over Zyons stond,
En genas haar wond
Met raadslag van duysend pond.
Die yder een te baat
Komen cond, en woud, met raad:
Die een stut
Die een cruck
Die 't geluck
Was aan yder een
Dien jaren, of ween,
Of armoede t' siddren deen.
De Buycken spijsen, naeckte leden
Mededogend cleden
Had hier gena ten loon, maar nu
Des Hemels steden.
Was Kerck of ziel in nood, wy sagen
De Maats herdagen,
So wijs, so wis, so pal stond hy
In alle slagen.

Weduwen stut
Der wesen schut,
Der reddelosen toeverlaat,
Die wijsselijck der hopelosen staat
Wist t' onderschragen.
Der Heyl'gen troost
Der Heyl'gen troost,
Der Goddelosen schrick (als 't woord
Begon, dat 's Hemels lieveling bekoort)
Legt nu verslagen.
Kerm bitter al wat leeft!
Wat verstand van hermen heeft;
Vriend uw raad
Weese uw baat
Kerk uw raad,
Naackten uw gewaad,
Vromen uw Cieraad,
Of vermindert, of vergaat.
Kerm Kindren Iong en teer,
So een Leeraar leerd niet meer.
Radeloos'
Reddeloos'
Hopeloos',
Dien der menschen raad,
Of Gods ligt verlaat,
Kerm! want so een zuyl vergaat.
Den eenen heuvel van ellende
Laat sijn stem sende'
Den and'ren toe, tot dat den galm
Beswijckt in 't ende.
Laat nu vry Zyons liedren swijgen,
En still neer-sijgen,
Of (heft den Geest naar Hemel-waarts)
Maar sugtend-hijgen.

DAar is de slag
Dien lang voorsag
So menig Leeraar (u geluckt
O Utrecht! ende u droevig weer ontruckt)
Uw sonde is d'oorsaack:
En so gy 't hert
Nu nog verhardt
Gaat in uw oude rancken voort,
En Woord, nog segening, nog roede en hoort:
Dit 's maar een voor-smaack.
Siet my daar eens den blick
Van uws Vaders toorn, ten schrick;
Om uw rust, 
En uw lust, 
Dien gy bluscht:
Om uw doodigheyd:
Ongevoelickheyd:
Iverloos-ja Geestloos-heyd.
Gy hebt dat Woord (wiens kragt
Gansch de werld gevoelt) veragt;
En sijn ra'en
Niet verstaan
Niet gedaan,
Om dat u het oog
Na de lusten boog,
En door 't sienelijck bedroog.
De Schatten der Godtloosheyd soecken,
Vervaerlijck vloecken,
Den Werld in pragt te boven gaan
In hayr, in doecken:
De vromen schelden met uw naspraack
(Der herdren na-wraack)
Utrecht! Utrecht! uw spijse was;
Dits nu de na-smaack.

Godtlosen stil!
Stil! spotters stil!
Verblijd u niet  en staack uw lagh;
Want schoon ick viel, en in het duyster lag,
Godt sal myn ligt sijn.
Maar u! maar u! Maar u genaackt
In desen val een val, die hert,
En siele sal ten eyndelosen smert,
En meer van wigt sijn.
Daar legt dien bron, die tong
(Die maar tot uw Heyl ontsprong)
Inde dood:
En die dood,
Is uw dood;
Want uw bose tred,
Helle-waarts gesett
Gaat nu derwaarts onverlett.
Die Medicijn houdt op,
En uw blijdschap stijgt ten top!
Heyligt Regt!
Heylig Regt!
Heylig Regt!
On-na-speurelijck,
On-beschuldiglijck,
Als 't verdoemt oock prijselijck!
Maer! Maar wat sie ick ginder komen?
Een troep van Vromen?
Haar oog ten Hemel? Godtloos rot
Nu moogt hy schromen.
Nu sullen 's Hemels blicksem-steken
Op u sig wreecken;
Haar seeg'nen self uw vloecken sijn.
Hoort wat sy smeecken.

Heylige Godt!
Ons' Vader ah!
Wy hebben tegen u misdaan,
En daarom doet gy 't ons dus hard verstaan:
Wy willen 't dragen.
Blijft ghy dan niet
Ons Vader? siet
Ons schulden in den Heyland aan,
So sal het quaad dat u tergt ondergaan,
En uw Heyl dagen.
Neemt gy ons Leeraar weg:
Sendt uw Geest in plaats', en segg
Ick u Heer
Ben, en leer,
U veel meer
Dan oyt menschen mond
Menschen leren cond':
En ons druck verdwijnt terstond.
Neemt gy ons sorg op u:
Waackt, en maackt ons' haters schuw:
Door uw leer
Tot uw eer
Haar bekeer;
Of sla met uw staf
Hen van 't coren af
En verstuyv'er heen als kaff.
Maer Ons wilt in uw gunst weer geven
Leraers ten leven;
En dubbel seg'nen die by ons
Nog sijn gebleven.
Ia gy self blijft by ons, o Vader,
En treckt ons nader:
Hy ga die gaat, gy syt en blijft,
Ons levens ader.

Dus bidden nu
Die troepen u,
Dien gy ten leven hebt geschickt,
En die van hem in droefheyd sijn verquickt
Door heylge Gods-spraack.
Ey! sie de traan
Sie 't knielen aan
Der Lamren, wiens eenvoudicheyd
Hy onderwees, en gy hebt toe-geseyd
Uw eeuw'ge Gods-smaack.
't Geroep van rugg' en erm,
't Brood-en trooste loos gekerm,
Dien sijn hand
Hulps sand
Die sijn hand
Swijgen deed', O Heer!
Hoort, en sendt ons weer
Sulck een voorbeeld van sijn leer.
Wy willen niet meer doov
Aan u sijn door ongeloov;
Nog de lust
(die gebluscht
vleyig kust)
Andre lusten broen,
Vleesches kragten voen,
Enden Geest uyt-blusschen doen.
Nu smaden wy des werelds voorbeeld
By u veroordeelt;
Daar legt, daar legt, daar legt den top
Die niemand voordeelt.
Sendt ons des Hemels Cost'lijckheden
Het deugden-cleed, en
Wy sullen Lijf, en Ziel, en Sin
Voor U besteden.",Lacrimae,Utrecht,../../data/dbnl/lode002uyt_01_01.xml
9118,lode002uyt_01_0079,1676,1676.0,1000814,5551,mmmm,AABB,5A 5A 5B 1B,.5A   .5A   .5B   .1B,geestelijk lied,8,4,"GAat segt oyt weer, dat die den Hemel dient
Den Hemel in syn sorge niet te vriend
En vindt; nog werd, als hy in last verstickt,       
Verquickt.

Daar was een trouw getuyge, die den poock
Van Iesus vyand in het hoy ontdoock,
En had van enckel honger in sijn traan      
Vergaan,

Had niet den Hemel goedig hem verquickt,
En een gepluymde Kakelers beschickt,
Die hem van dag tot dag besogt, en ley      
Een ey.

Onwetend deed dat beesje sulck een goed.
Maar Christi lieveling het Christlijck doet,
En dient, uyt Iesus liefde, Iesus raad      
Met daad.

Hoe tijdig quam dat schepsel daar te pas?
't Was of m'er Christi-leden-liefd' in las,
Die (buyten hard) den merg van binnen heeft,      
En geeft.

'Ten leeft niet maar 't is digt by't leven: can
Dus haast sijn cragt uyt-leveren, en van
Sijn Voetsel 't swacke lijff van flauwten hoe'n      
En voe'n.

Maar hoger! 't Eytje toont my in sijn schaal
Het sobre leven, dat wy altemaal
Hier leven, of niet leven, 'k weet haest niet      
Hoe 't hiet:

Tot dat den Geest (als 't water in 't begin)
Het met sijn warmt' uyt broed', en Iesus in
Sijn laatste comst geev, dat het heel volmaackt      
Ontwaackt.",Hartknagend onverzettelijk,Utrecht,../../data/dbnl/lode002uyt_01_01.xml
14219,_suu001suur02_0004,1508,1508.0,1000039,4343,mvmv,AbAb,4A 3b 4A 3b,",4A   .3b   .4A   .3b","kerstlied
loflied, geestelijk",8,4,"4.1.
WAer is die dochter van syon
ick soudese blide maken
ick soude haer een boodtschap doen
van also hoghen saken

4.2.
¶ Doemen die werelt al bescreef
doen ghinc die maghet sware
te bethleem dat si doen bleef
ende ghenas haers kints al dare

4.3.
¶ Een ghelas al schijnter doer
ten breect niet vander sonnen
dus heeft die maghet na en voer
ioncfrou een kint gewonnen

4.4.
¶ Een duysternis is ons verclaert
een licht is ons verresen
een maecht die heeft
een kint ghebaert
dat dunct mi wonder wesen

4.5.
¶ Nv is hi teeder ende cranck
een maghet die sal hem voeden
wi moghen hem wel weten danc
van sijnder groter armoeden

4.6.
¶ Hi toont sijn goedertierenheyt
wilen was hi verbolghen
hi drijft so groter oetmoedicheyt
wi en connen hem niet gheuolghen

4.7.
¶ Maria nam hem op haren scoot
si custen aen sinen monde
die minne had si also groot
tot hem in allen stonden.

4.8.
¶ O heer lof moet v altoos sijn
wilt ons dan geleyden
met die waerde moeder dijn
als wi van hier al scheyden",Puer nobis nascitur,Antwerpen,../../data/dbnl/_suu001suur02_01.xml
14222,_suu001suur02_0007,1508,1508.0,1000039,444444,mmmmmm,AAABBB,4A 4A 4A 4B 4B 4B,.4A   .4A   .4A   .4B 4B 4B,"kerstlied
verhalend lied, geestelijk",8,6,"7.1.
ONs is geboren een kindekijn
daerom so willen wi vrolic sijn.
laet ons hem dienen met herten
want sinen naem die is ihesus
vale sus sus sus
sprac maria tot ihesus

7.2.
¶ Als ghi ghelaghet maghet marij
so en wasser nyemant bij
dan ioseph ende anastasij
haer handen hadden si gelaten thuys
vale sus sus sus
sprac maria tot ihesus

7.3.
¶ Als si den gods sone ontfangen soude
doen wiessen haer handen also boude
ghelijc den roden goude
si hadden wel een groot abuys
vale sus sus sus
sprac maria tot ihesus

7.4.
¶ Als onse here gheboren was.
ende maria daer af ghenas
als men inder scriftueren las
van eenigen man en hadde confuys.
vale sus sus sus
sprac maria tot ihesus

7.5.
¶ Men ley den heer inder cribben
van hoey was ghemaect sijn bedde
aen bey sijden quetste hi sijn ribben
nochtans bleef hi dominus
vale sus sus sus
sprac maria tot ihesus

7.6.
¶ Een osse ende een cleyn ezelken
verwermden hem die leden sijn
van couden weenden dat kindekijn
nochtans was hi dominus
vale sus sus sus
sprac maria tot ihesus

7.7.
¶ Die herdekens opten velde lagen
si begonsten hem te versaghen
van eender claerheyt diese sagen
si hadden gewilt wel wesen thuys
vale sus sus sus
sprac maria tot ihesus

7.9.
¶ Die herdekens songhen ha ha ha
ons is gheboren so ic versta
mercelsis gloria
et in terra pax hominibus
vale sus sus sus
sprac maria tot ihesus",Quem nunc virgo peperit,Antwerpen,../../data/dbnl/_suu001suur02_01.xml
14224,_suu001suur02_0009,1508,1508.0,1000039,454442,vvmvvm,aaBccD,4a 5a 4B 4c 4c 2D,".4a   .5a   .4B   .4c   ,4c   ,2D","kerstlied
verhalend lied, geestelijk",9,6,"9.1.
HEer ihesus kerst van nazarene.
ghi sijt geboren van een maget rene
daer om sidi ghebenedijt
¶ Herodes quam al daer gheuaren
daer een man sijn coren maeyt
hi sprac hi reet voerbi
$ heer ihesus

9.2.
¶ Segt mi man daer ghi maeyt
hebdi hier niet een vrou sien varen
met wit habijt
$ heer ihesus kerst

9.3.
¶ Doen ic saeyde dat ic maeye
doen quam hier een vrou geuaren
met wit habijt
$ heer ihesus kerst

9.4.
¶ Herodes sprac tot sinen heeren
wi willen
weder thuyswaert keeren
si mach wel vten lande sijn
$ heer ihesus kerst

9.5.
¶ Herodes sprac tot sinen lieden
hoort wat ic sal ghebieden
gaet ende soect dat kindeken
$ heer ihesus kerst

9.6.
¶ Si gingen van lande te lande varen
die onder die twee iaren waren
die doden si
$ heer ihesus kerst

9.7.
¶ Doen waenden si tkindeken verdoen
maer twas in egipten gheuloen
ten wilde niet ghedodet sijn
$ heer ihesus kerst

9.8.
¶ Dusent ende .xliiij. dusent
waren ghedoot kinderen
si willen allen gods enghelen sijn
$ heer ihesus kerst

9.9.
¶ Nv bidden mi wi desen kinde
dat hi ons brenghe
in sijn eewich rijck
$ $ heer ihesus kerst",Heer Jezus Christus van Nazarene,Antwerpen,../../data/dbnl/_suu001suur02_01.xml
