recordid,songid_DBNL,jaar_eind,jaar_begin,bronid,rijmaccent,rijmgeslacht,rijmschema,strofeschema,strofeschema_plus,trefw_genre,aantal_strofe,verstal,text,melodienorm,plaats,filepath_DBNL
1702,_ant001antw01_0106,1544,1544.0,1000000,32532532323333,mvmmvmmmmmvvvv,AbCAbCCDCDeeee,3A 2b 5C 3A 2b 5C 3C 2D 3C 2D 3e 3e 3e 3e,.3A + .2b   .5C   .3A + .2b   .5C   .3C + .2D   .3C + .2D   3e + .3e   .3e + .3e,"liefdeslied
verhalend lied, wereldlijk",5,8,"Ic quam mer gister auont  also mi dochte
Daer moete mi een meysken  een	meysken dat was fier
Ick boot haer goeden auont  met woordekens sochte
Oft ic een vreken met haer mocht maken chier
Si seyde lief coemt schier / en beyt niet lanck
Ic sal gaen boeten tvier  coemt door die ganc
Op dat wt ons verblijen  en laten alle fantasien.
Ende melancolijen  nv ende tot allen tijen

Ic quam met haesten spoede  si sach al omme
Om ende om  al na die nijders quaet
Si sprac met snelle woorden  ic heet v willecome
si toonde mi daer een also fieren gelaet
Si seyde liefken gaet ende weest bedect
Mijn herteken verfraeyt bi dit bancket
Op dat wt ons verblijen  en laten alle fantasien.
Ende melancolijen  nv ende tot allen tijen

Si hief op en si sanck  met also soeten tale
Alsulcken voeysken en had ic nije ghehoort.
Haer stemmeken dat clanck  ghelijcken dye nachtegale.
Met minne so worde mijn hertken so doorboort
Si seyde gaet ongestoort  ick blijf v by
Ten worter niet gehoort  doet v willeken. met mi
Op dat wt ons verblijen  en laten alle fantasien.
Ende melancolijen  nv ende tot allen tijen

Ick lach te nacht bi haer  wi waren alleyne
Gebruyckende daer ons beider sherten lust
Hi seyde lief weest gedachtich die woorde|kens reyne
Die wi te samen in minnen hebben gheblust
Si seyde liefken rust  in die armkens van mijn
Op dattet si ghesust  voor die nijders fenijn
Op dat wt ons verblijen  en laten alle fantasien.
Ende melancolijen  nv ende tot allen tijen

Daer laghen wi twee  wi twee wi mosten scheyden
Het scheyden dat dede ons beyder herte verdriet
Haer oochskens op hem loeghen  haer handekens die si spreyde
Ic bid v mijn alderliefste en segtet immers niet
Wi willen noch te samen  al in dat riet
Wi willen iolijt bedrijuen  spijt al dees nijders diet
Op dat wi ons verblijen  ende laten alle fantasien
Ende melancolijen  nv ende tot allen tijden",Ik kwam maar gisteravond alzo mij dacht,Antwerpen,../../data/dbnl/_ant001antw01_01.xml
1740,_ant001antw01_0144,1544,1544.0,1000000,444444444444,vmvmmvmmvmmm,aBaBCdCCeCCC,4a 4B 4a 4B 4C 4d 4C 4C 4e 4C 4C 4C,"4a   ,4B   ,4a   ,4B   ,4C   ,4d   .4C    4C   .4e   .4C   4C   .4C","verhalend lied, wereldlijk
kluchtlied",4,12,"SYmonet stont voor die poorte
Sinen meester die hi comen sach
Die groote necker met met zijnder soorte
die geue v also quaden dach
Wat segt ghi Lieue knape fijn
Meester ic hiete v wellecome
Moet ic niet een goet bode zijn
Meester ic ben Symonetkijn.
Die van uwer vrouwen camere
draecht het slodt ende het sluetelkijn
En ben ic niet een mannekijn. |
Ende altoos ben ic smoorpot fijn

Symonet ouer tafel was gheseten
Sijn vrouwe brochte spijs ende dranc
Symonet ic laet v weten
Altijt staet ghy in mijn bedanc
Knaep ende meester suldy zijn
Och vrouwe dat sal ic betalen
Moet ic niet een goet bode zijn
Meester ic ben Symonetkijn
Die van uwer vrouwen camere
draecht het slodt ende het sluetelkijn
En ben ic niet een mannekijn. |
Ende altoos ben ic smoorpot fijn

Symonet maecte goede chiere
daer hi op die bedsponde sadt
Die meester maecte die maniere
door een cleyn spleetken dat hi sach
O wat maect ghi lieue knape mijn
Meester ic doe dat ghi behoort te doene.
Moet ic niet een goet bode zijn
Meester ic ben Symonetkijn
Die van uwer vrouwen camere
draecht het slodt ende het sluetelkijn
En ben ic niet een mannekijn. |
Ende altoos ben ic smoorpot fijn

Symonet sinen meester diende
Seuen maenden meer noch min
Al hadde hi zijnder vrouwen te vriende
Sijn meester gaf hem zijn ghewin
Ghi en moecht niet meer goet bode zijn
die van mijnder vrouwen camere
Draecht het slot ende sluetelkijn
Meester ic ben Symonetkijn
Die van uwer vrouwen camere
draecht het slodt ende het sluetelkijn
En ben ic niet een mannekijn. |
Ende altoos ben ic smoorpot fijn",,Antwerpen,../../data/dbnl/_ant001antw01_01.xml
1769,_ant001antw01_0173,1544,1544.0,1000000,23234343333323,mvmmmvmmvmvmmm,AbCDEbFDgDhIII,2A 3b 2C 3D 4E 3b 4F 3D 3g 3D 3h 3I 2I 3I,.2A   .3b   .2C   .3D   .4E   .3b    4F    3D    3g   .3D   3h   .3I   .2I   .3I,liefdesklacht,4,14,"TRibulatie ende verdriet
Wat moet mijn herte al lijden
Eylacen schoon lieueken
Is dat niet een groote pijn
Confortatie gheeft mi soete lief
Ic soudet so wel ghelijden
Mer eylacen schoon lieueken
Ten mach anders niet zijn
Ic wijts quade tongen
Veel erger dan fenijn.
Want zijt al beniden
waer datter vruecht gesciet
Troost ghi mi niet
so blijf ic int verdriet

O troost confoort
Na v staet alle mijn verlanghen
O wreede fortuyne
Hoe valdy mi dus fel.
Van die liefste die ic vercoos
En can ic gheenen troost verweruen
Mer eylacen schoon lieueken
Is dat niet groot gequel
Ic wijts quade tongen
Veel erger dan fenijn.
Want zijt al beniden
waer datter vruecht gesciet
Troost ghi mi niet
so blijf ic int verdriet

Onghetroost te sine
Waer vintmen meerder pijne
Want rooc ende smaec
Die doet al vergaen
Wel rieckende roosemarijne |
Gheeft mijn herteken een medecijne
Sal ick soete lieueken
Van v gheenen troost ontfaen.
Ic wijts quade tongen
Veel erger dan fenijn.
Want zijt al beniden
waer datter vruecht gesciet
Troost ghi mi niet
so blijf ic int verdriet

Oorlof schoon lieueken
Alst anders niet en mach wesen
Ick bedancke mi seere
Van uwer goeder duecht
Ic hope aen god den heere
Ic salt noch also wel ghelijden
Mer doet schoon lieueken
Van alle dat ghi moecht
Want ghi zijt die ghene
die mijn ionc herte verhuecht
Ende ghi weet schoon lieueken
Wat tusschen ons beyden is geschiet
Troost ghi mi niet 
so blijf ic int verdriet.",De tijd is hier,Antwerpen,../../data/dbnl/_ant001antw01_01.xml
2069,bell009denl02_0034,1674,1674.0,1015621,3333113333,vvmmvvvmvm,aaBBccdEdE,3a 3a 3B 3B 1c 1c 3d 3E 3d 3E,3a    3a    3B    3B   .1c   .1c 3d 3E 3d 3E,geestelijk lied,3,10,"DAt van 's Hemels Salen
U vier neêr komt dalen,
Dat 't myn ziel verwint
En myn ziel verslint,
O Jesu’ 
O Jesu,
Myn hert en myn sinnen
Die verlanghen seer
Naer uw' lieve minne
Minnelycken Heer.

Heer dat 't u beliefde
Een strael van uw' liefde
Op myn hert te slaen,
't Soud' haest branden gaen,
Uw' vieren’ 
Vercieren,
En die lieve schichten
Van uw' soete Handt,
Schieten myn ghevrichten
En myn hert in brandt.

In liefden verdwynen
Zyn de soetste pynen,
Liefden in het hert
Is een lieve smert,
Myn sinnen’ 
Beminnen,
Sulcken lieve Wonden,
Soo vol van playsier
Myn ziel is verslonden
In uw minne-vier.",Echo wil ik tergen,Brussel,../../data/dbnl/bell009denl02_01.xml
2072,bell009denl02_0037,1674,1674.0,1015621,442224322222222222,mmvvmmmvvmvvvvmmmm,AAbbCCDeeDffggHIIH,4A 4A 2b 2b 2C 4C 3D 2e 2e 2D 2f 2f 2g 2g 2H 2I 2I 2H,.4A    4A    2b    2b    2C    4C   .3D   .2e    2e    2D   2f    2f    2g    2g    2H    2I +  2I   .2H,geestelijk lied,3,17,"IS 't dat ghy naer een herte snaeckt
Dat in uwe Liefde blaeckt,
Soeten Heere
Wat een eere
Sou 't my zyn,
Dat ick u moght schencken 't myn?
Myn hert' dat is bereydt,
Ick wil 't u gheven
O verheven
Majesteyt,
Zyn 't uw' wenschen
By de Menschen
Te verkeeren
Soeten Heere,
Willekom
Zyt ghy in’ hert' en sin
O Bruydegom.

Onsteckt myn sinnen Soeten Heer'
In uw' Minne meer en meer,
Steckt in brande
D'Offerhande
Van myn hert',
Dat u op-ghedraghen wert,
Woont in myn hert' en sin,
Wilt my vercieren
Met de vieren
Van uw' Min,
Dat uw' schichten
Myn ghevrichten
Vierigh maken,
En doen blaken
Myn ghemoedt:
Dat myn hert' Brandigh wert
En liefde voedt.

Dat uyt den Hemel daelt het Vier,
En verslindt myn hert' en nier,
Die verlanghen
Om t'ontfanghen
Langhs hoe meer
Naer u alder-liefsten Heer',
Ick vlam naer uwe vlam
Die my soo krachtigh,
En soo machtigh
't Hert' in nam,
Dat ick haeckte,
Dat ick snaeckte,
Dat ick wenschste,
En verslenschste
Door den brandt,
Die soo soet’ Myn ghemoet
Hadd' over-mant,",Bedroefde harten zij verblijd,Brussel,../../data/dbnl/bell009denl02_01.xml
2102,bell009denl02_0067,1674,1674.0,1015621,233344424,mvvmmmvmm,AbbACCdEE,2A 3b 3b 3A 4C 4C 4d 2E 4E,.2A   .3b   .3b   .3A   .4C   .4C   .4d    2E   .4E,geestelijk lied,3,9,"HEt thiende deel
Der Vruchten van-der eerden
Wildy ô Heer' aen-veerden,
Maer ghy wilt ons hert geheel;
De liefd' is 't Rocksken Sonder naet,
Het scheyden komt voordts Uyt den haet:
Heel myn hert' en al myn sinnen
Zyn alleen
Voor u, Heer', en anders geen.

Kost wat het kost
Hebdy, ô Heer' uw' Schapen
Die ghy eerst hadd' gheschapen
Met uw dierbaer Bloedt verlost,
Op datter niet Een Schacpken niet
De helft van syne Liefd' en biet
Aen den Schepper, en Verlosser
Als alleen
Aen u Heer' en anders gheen.

Is 't moghelyck
O Heer' dat die u kennen,
Hun-selven noch ghewennen
Tot de min van d'Aerde-Ryck,
O Heer' doet uw Schoon Hemel-Ryck
Te niet met heel het Aerde-ryck,
Soo en sal den mensch niet minnen
Als alleen
U, ô Heer', en anders gheen.",Phyllis gij vlucht,Brussel,../../data/dbnl/bell009denl02_01.xml
2154,blas001fida01_0057,1663,1663.0,1000642,444444444,vmvmvmvmm,aBaBcDcDD,4a 4B 4a 4B 4c 4D 4c 4D 4D,4a    4B    4a    4B    4c    4D    4c    4D=   4D=,"liefdeslied
abclied",3,9,"AFgodinne van mijn leeven,
Boven-aardsche Maagde-siel,
Cierlijk Nymfje, hoog verheeven,
Deugde-bag, die my beviel,
Eerbaar weesen na behooren,
Fraeye schoon- en aardig-heyd,
Goede, vroome uytverkooren,
Heemelrijk my toe-bereyd,
Heemelrijk my toe-bereyd,

Ionge bloem vol seedigheeden,
Kroone-draagster van mijn hart,
Luyster onser Eew en Steeden,
Meesteresse van mijn smart,
Noord-star van verliefde sinnen,
Oogen-troost voor my gesond,
Parel waardig om te minnen,
Quetster van gewenste wond,
Quetster van gewenste wond,

Reyne, wijse, soeten Engel,
Schoone, lieve, waarde Bout,
Toon uw Min, daar ik na hengel.
U, so lang men 't leeven houd,
Wil ik kuys en vast beminnen.
Xal, dat sweer ik siel en lijf,
Yslijk in de Hel verslinnen,
Zo ik u niet trow en blijf.
Zo ik u niet trow en blijf.",Petit Bordeaux,Amsterdam,../../data/dbnl/blas001fida01_01.xml
2181,blas001fida01_0084,1663,1663.0,1000642,444444332224,vmmvmmvvmmmm,aBBaBBccDDEE,4a 4B 4B 4a 4B 4B 3c 3c 2D 2D 2E 4E,4a=   4B/   4B*   4a=   4B/   4B* 3c 3c 2D 2D 2E 4E,liefdeslied,3,12,"MAg ik u dan niet genieten
Daar mijn Liefd' om heeft geleen
Soo veel angst en wrevelheen?
MAg ik u dan niet genieten
Daar mijn Liefd' om heeft geleen
Soo veel angst en wrevelheen?
Quaamt gy dan van Leewen
In Saturnus eewen,
Sonder min
Engelin
Dat gy haat,
Daar elk schepsel so na staat?

Ik versoek maar om te kussen
Uw twee lichten, daar het licht
Van het Sonne-licht voor swicht.
Ik versoek maar om te kussen
Uw twee lichten, daar het licht
Van het Sonne-licht voor swicht.
Na uw gulde kronkklen
By Sapphiers karbonkklen
Stuurt de min
Mijne sin
Om gedood
Weg te treen in Charons boot.

Soud gy my dat weygren kunnen,
Die uw Slaaf en Minnaar heet
En sijn dienst aan u besteed?
Soud gy my dat weygren kunnen,
Die uw Slaaf en Minnaar heet
En sijn dienst aan u besteed?
Ey so sal ik waagen
't Kussen sonder vraagen,
Of je my
Stoot ter zy
Dat 's maar spel:
Soo'n gestoole beet smaakt wel.",Gavotte d'Anjou,Amsterdam,../../data/dbnl/blas001fida01_01.xml
2203,blas001fida01_0106,1663,1663.0,1000642,3344112115,mmmmvvmvvm,AABBccDeeD,3A 3A 4B 4B 1c 1c 2D 1e 1e 5D,.3A   .3A   .4B   .4B   .1c + .1c + .2D   .3D   .1e + .1e   .5D,liefdeslied,3,8,"TOen ik op 't bedje lag,
Niet als ik eertijds plag,
In kriele wellust van de min,
En spiegelde mijn weesen in
Het weese van deese mijn Celestyn,
Maar toen ik in de pijn
En toortsen der koortsen
Ellendig heel begraven scheen te sijn.

Mijn Fluytje daar ik mee
Verdreef mijn Minne-wee.
Hong leeg toen aan de leege muur.
Mijn schelle Cyter viel my duur.
Noyt song ik, noyt sprong ik, noyt socht ik lust,
Ik was alleen belust
Mijn leeven te geeven
Aan d'Opper-Heemel-Voogd in eewge rust.

Mijn Engel over my
Ontfonkt in meedely
Eer ik sou daalen in het graf
Drie kusjes aan mijn kaakjes gaf.
Sy kusde en blusde. Mijn koorts terstond
Van my raakt in de grond.
Haar Liefde my griefde
Haar min my maakte krank en weer gesond.",L'Orangère,Amsterdam,../../data/dbnl/blas001fida01_01.xml
2588,bred001groo01_0137,1622,1622.0,1000653,6666,vmvm,aBaB,6a 6B 6a 6B,.6a   .6B   .6a   .6B,liefdeslied,4,4,"Ay hooch verheven Ziel, en overschoone Vrouwe
Godinne vande Goon, ghebiester van mijn hoop,
Waerom vliet ghy van mijn, is dit oprechte trouwe
Soo smelt mijn bradent hert, dat ick met traenen droop.

Mijn Vrou mijn teer gemoet, vermeestert met gepeynsen
Jaecht my nu nae de deur, van u gheluckich Huys,
Ick coom hier raesent heen, ick kan niet langer veynsen,
Maer laes de deur is toe, dat is mijn t'meeste cruys.

Ach deur, ach wreede deur, is dit dan u vermaecken
Behaecht u mijn verdriet, en onghemeene smart,
Laet my ten minsten toe, dat ick eens mach ghenaecken,
Het straalen van haer ooch, dat mijn ghemoet verwart.

Gheluckich zyt ghy huys, die in u hebt beslooten
Des werelts hooghe roem, en sijn ghecierde pracht,
Al dees ghewenste lust, hebt ghy alleen ghenooten,
Gheluckich sijt ghy wel, maer meerder niet gheacht.",Esprits qui soupirez,Amsterdam,../../data/dbnl/bred001groo01_01.xml
