recordid,songid_DBNL,jaar_eind,jaar_begin,bronid,rijmaccent,rijmgeslacht,rijmschema,strofeschema,strofeschema_plus,trefw_genre,aantal_strofe,verstal,text,melodienorm,plaats,filepath_DBNL
144,_aem001aems01_0062,1589,1589.0,1000025,43413,mvmmv,AbACb,4A 3b 4A 1C 3b,.4A   .3b   .4A + .1C   .3b,"loflied, wereldlijk
liefdeslied",10,4,"Als[men bespoort dat liefde gheeft
Geluck vreucht en verblijen
En men in als zijn wille heeft,       Sohay
So ist my lust te vryen.

Als Liefde hem also verthoont,
Dat sorch mach staen besijen
En sy ons liefd met liefde loont,        Sohay
So ist een lust te vryen.

Alsmen sijn liefste mach aensien
Die ons druck doet vermyen
En sy ons gaet haer ionste bien,        Sohay
So ist een lust te vryen.

Alsmen sauonts de deur in snapt
Zy ons in laet by tijen
En steelt een soentgen dattet clapt        Sohay
So ist een lust te vryen.

Als sy seyt door liefkens bedwanck
Za lief ick wil my vlyen
Te slapen in v aermkens blanck        Sohay
Zo ist een lust te vryen.

Maer als de liefd ons tegen is
En doet ons schier ontsinnen
Ons lief niet te bewegen is,       Elaes.
So mach de droes beminnen

Als liefde claerlijck blijcken // doet
Ick sorch sal ons verslinnen
Ende deucht voor tgelt wijcke // moet       Elaes
Zo mach de droes beminnen

Alsmen van haer moet zijn absent
En genen troost mach winnen
Een ander staet int hart geprent,       Elaes
Zo mach de droes beminnen

Alsmen loopt buyten om de deur
Daer niet mach comen binnen
En men seyt callis staet daer veur,       Elaes
Zo mach de droes beminnen.

Als haer wreetheyt ons sinnen cranckt
Wy niet dan droefheyt vinnen
En men vrijt datmen wort bedanckt
Elaes so mach die droes beminnen",Het vrijde een boer,Amsterdam,../../data/dbnl/_aem001aems01_01.xml
145,_aem001aems01_0063,1589,1589.0,1000025,43413,mvmmv,AbACb,4A 3b 4A 1C 3b,.4A   .3b   .4A + .1C   .3b,"antwoordlied, wereldlijk",5,4,,Het vrijde een boer,Amsterdam,../../data/dbnl/_aem001aems01_01.xml
148,_aem001aems01_0066,1589,1589.0,1000025,44433,mmmmm,AAABB,4A 4A 4A 3B 3B,.4A=  .4A=  .4A=  .3B   .3B,"meilied
liefdeslied",6,5,"In een palleys quam ic ghegaen,
In een palleys quam ic ghegaen,
In een palleys quam ic ghegaen,
Int soetste vande Mey
Quam ick mijn Liefken by

Mijn docht ic was int Paradijs.
Mijn docht ic was int Paradijs.
Mijn docht ic was int Paradijs.
Elck voghelken op een rijs
Sy zonghen daerom prijs.

By een fonteyn van water claer.
By een fonteyn van water claer.
By een fonteyn van water claer.
Veel bloemkens vant ick daer
Het was de tijt van t'Iaer.

Die Nachtegael lustich van sanck.
Die Nachtegael lustich van sanck.
Die Nachtegael lustich van sanck.
Mijn Liefs keelken blanck
Het was so soeten sang

Mijn Liefken was daer in verhuecht.
Mijn Liefken was daer in verhuecht.
Mijn Liefken was daer in verhuecht.
Al door mijn liefkens iuecht,
Was ick daer in verhuecht.

Princesse ick was daer in verblijt,
Princesse ick was daer in verblijt,
Princesse ick was daer in verblijt,
Ghy alleen die liefste sijt
Al wort het ons benijt.",,Amsterdam,../../data/dbnl/_aem001aems01_01.xml
1366,_amo003amor01_0009,1613,1613.0,1000614,444451144,vmvmmmmmm,aBaBCCCCD,4a 4B 4a 4B 5C 1C 1C 4C 4D,4a    4B    4a    4B    5C +  1C +  1C   .4C 4D,,2,7,"Seven Iaer heb ickt gheploghen
Om te vercrijgen een gestadich Wijf
Ick hebt gheleden naer mijn vermoghen
En suldy niet ontfermen mijn jonge Lijf,
Ick en was niet van goeder herten vro, vro, vro
Van goeder herten alsoo vro
My waer leet misquam u yet.

Ick siese gaen voor mijn ooghen
Die my aen doet dit grief,
Och seer qualijck kan ickt ghedooghen
Dat een ander heeft mijn Lief,
Ick en was niet van goeder herten vro, vro vro
Van goeder herten alsoo vro
My waer leet misquam u yet.",,Amsterdam?,../../data/dbnl/_amo003amor01_01.xml
1391,_amo003amor01_0034,1613,1613.0,1000614,4344,mvmv,AbCb,4A 3b 4C 4b,",4A   ,3b   ,4C   .4b",,10,4,"HEt soude een fiere Margrietelijn
Gister avont spade
Met haer kanneken gaen om wijn,
Sy was daer toe beraden.

Wat vantse in haer weghen staen,
Eenen Ruyter stille,
Nu seght my fiere Margrietelijn
Doet nu mijnen wille, ja wille.

Uwen wille en doen ick niet,
Mijn moeder soude my schelden,
Storte ick den koele wijn
Alleyne soude ick hem gelden.

En sorght voor den koelen wijn niet,
Maer sorghet voor u selven,
De Waert is onser beyder vrient,
Hy sal ons noch wel borghen.

Hy namse in zijnen witten Arm
Heymelijck al stille,
Al in een duyster Camerkijn
Daer schafte hy doen sijnen wille.

's Nachts ontrent de midder nacht
Sy ginck haer kanneken soecken,
Daer lagh de Moyaert ende loegh,
Het staet daer t'enden mijn voeten.

Maer dat daer t'enden u voeten staet
Dat sal u noch wel berouwen,
Ick hebbe noch drie gebroeders stout
Die sullen u dat hooft af houwen.

Alle u drie ghebroeders stout
Die sette ick in mijn deyren,
Ick sal desen somer lanck
Met Griecken houden mijn schreyen.

Ende hy nam een sneeu witte bant,
Hy stacken al in haer keele,
Hy schootse tot eender venster uyt,
Hy schootse al inde Dijle.

Teghen stroom quam sy ghedreven
Aen Sint Ians Capelle,
Dat sach soo menich fijn Edelman,
Soo menich jonck edel geselle, jae geselle.",Het zou een fier Margrietelijn,Amsterdam?,../../data/dbnl/_amo003amor01_01.xml
1428,_amo003amor01_0071,1613,1613.0,1000614,3333,vmvm,aBcB,3a 3B 3c 3B,.3a   .3B   .3c   .3B,"verhalend lied, wereldlijk
dialooglied, wereldlijk
liefdeslied",12,4,"OCh Moeder seyde zy Moeder
Nu gheeft my goeden raet,
My vrijt een Lantsknecht seere
Hy volcht my altijt nae.

Vrijt u een Lantsknecht seere
Volcht hy u altijt nae,
Soo slaet u ooghen neder,
Ende laet hem henen gaen.

Och Moeder seyde sy moeder
Dien raet en ben ick niet vroet,
Ick hebbe den Lantsknecht liever
Dan alle mijns Vaders goet.

Hebdy den Lantsknecht liever
Dan alle u Vaders goet,
Och des moet Godt ontfermen
Dat ick u oyt ghedroech.

Hy namse al by den handen
By haer Snee witte hant,
Hy leydese alsoo verre
Aldaer hijt schoone vant.

Wat gaf hy haer te loone
Tot haren nieuwen-Iaer,
Een kindeken inder wieghen
Met zijn gekrulde hayr.

En gheeft ons God, een maget
Soo cleyne maechdekijn
Wy willen haer leeren breyden
Van zijde een Huyvelijn.

Van zijde eenen Huyve
Van goude soo was dat snoer,
Daer mach een vrome Lants-Knecht
Sijn geluwe hayr in doden.

Ten eynde van mijn liefs hoofde
Daer staen drie Boomkens fijn,
Die een draecht Noten-muscaten
Die ander draecht een Nagelkijn.

Die derde draecht Fiolen
Den liefste Boele mijn,
Het soude wel blijven verholen
En dede dat cleyne Kindekijn.

'Teynde van mijn Liefs voeten
Staet een Cofferkijn,
Ende daer inne leyt ghesloten
Dat jonge herte mijn.

Die dit Liedeken dichte
Dat was een Lants-knecht fijn,
Hy hevet soo wel ghesonghen
'T Antwerpen al inde wijn.",,Amsterdam?,../../data/dbnl/_amo003amor01_01.xml
1441,_amo003amor01_0084,1613,1613.0,1000614,3333334,mvmvmmm,AbAbCCC,3A 3b 3A 3b 3C 3C 4C,.3A   .3b   .3A   .3b   .3C   .3C   .4C,,6,7,"TOt droefheyt zijn ghewent
Mijn Ieuchdelijcke sinnen,
Dus moet ick torment
Mijn leven gaen beginnen,
Krijgh ick geen troost voorwaer,
Verdwijnen moet ick claer
Al door den bant van minnen zwaer,

Sijn wesen coragieus
Die my eens plach te verblijden
Sijn sinnen amoreus
Die moet hy nu af snijden,
Van my door nijders fel
Sy maken ons twee lieven gants rebel.
In druck en swaer dangier

Moet ick tot alle uren,
En mijn leven alhier
Eylaes den doot besueren,
Maer 't is nu al ghedaen,
Ick ben met druck belaen
Maer een ander heeft het my ghedaen.
Al schijn ick bly van gheest

Bedroeft ben ick van binnen,
Bedruckt soo werd'ick meest
Berooft word' ick meest
Al door zijn wreetheyt quaet
Die my altijt versmaet,
Dus blijf ick van sinnen desperaet.
Mistroostich mach ick wel gaen

Gheen vreucht sal ick beerven,
Comt wilt my bystaen
Van rou moet ick sterven,
En dat door Venus brant
Gheboeyt met der liefden bant
Dus lief doet my doch nu bystant.
Adieu reyn Prince schoon

Int hert blijft ghy verheven,
Voorwaer ghy spant de Croon
Een ander moet ick aencleven
'Tis teghen natuer en danck
Ick blijf in u bedwanck
Ick moetet besterven
Lief duert dit lanck.",Cupido triomfant,Amsterdam?,../../data/dbnl/_amo003amor01_01.xml
1480,_amo003amor01_0124,1613,1613.0,1000614,3333223223,vmvmmmmmmm,aBaBCCDCCD,3a 3B 3a 3B 2C 2C 3D 2C 2C 3D,.3a   .3B   .3a   .3B   .2C   .2C   .3D   .2C   .2C   .3D,,5,10,"HEt was een aerdigh Boerken
Wt vryen soud' hy gaen
Daer ontmoeten hem een mooy Moerken
Daer by soo bleef den Boer staen.
Den Boer goet ront
Boot 't Meysken sijn mont
Een kusjen alsoo fijn,
Daer isser drie pont
Haelt my terstont
Den Wijn op dit termijn.

Doen liet den Boer bereyen
Een Tafelken wel gherust
Van Hoenderen en Pasteyen
Daer na soo kreegh den Boer lust.
Den Boer schoof gheheel
Wt een platteel
Een Ham van twaelf pont
Al door sijn keel
't Was hem gheen scheel
In alsoo korter stont.

Een Hoentjen wel ghebraden
At den Boer op sijn sat,
Een kruycke van twaelf quaerten
Lapten den Boer in zijn gat.
Doen bleef hy staen
En was seer belaen
En hy moest slapen gaen siet,
Sy namen sijn gelt
't Was ongetelt
Een penningh en hiel den Boer niet.

Sijn rock en mantel sy namen
Sy stieten hem voor de deur,
Eylacy doen den Boer ontwaeckten
Doen stont hy in swaer doleur.
Hy was belaen
Van den Edelen traen
En hy moest t'Huyswaert gaen,
Niet een troostelijck woort
Tot sijn confoort
Mocht den Boer van't meysjen ontfaen.

Prince wel lieve Boeren
Als ghy uit vryen wilt gaen
Wilt soo de meysjens niet loeren
Denckt eerst hoet sal vergaen.
Dus is mijn raet
V knopdoeck bewaert
Soo blijft ghy onberooft
Gaet uwer straet
Laet die Meyskens aert
Soo klout ghy niet u hooft.",Het was een aardig boertje,Amsterdam?,../../data/dbnl/_amo003amor01_01.xml
1499,_amo003amor01_0143,1613,1613.0,1000614,43443,mvmmv,AbAAb,4A 3b 4A 4A 3b,.4A   .3b   .4A   .4A   .3b,,5,5,"SVllen wy aldus stille staen
Dat kan geen vreught voort bringhen,
Hey laet ons altijt omme gaen
Al sal't niet konstigh zijn ghedaen
Nochtans sal ick voor singhen.

Een Meysken dat seer soetjens singht
Hout mijn jonck hert bevanghen,
Mijn hert van vreughde my ontspringht
Als sy my eens lieflijck toewinckt
Soo blijf ick haer ghevangen.

Sy lacht soo soet 't sal nu wel zijn
Sy sal mijn jammer blusschen,
Hey waerse hier de liefste mijn
Soo sou ick vrolijck haer aenschijn
Nae mijn behagen kussen.

Iae al die lieve langhe nacht
Sou ick gheneucht vermeeren,
En soenen haer wangskens sacht
Vreucht en solaes sou zijn verpacht
Nae haer en mijn begeeren.

Princes maeckt my eens verheught
Wilt u by u Lief paren,
Maer kiest voor gelt en schand' de deught
Soo suldy met u Prins in vreught
Door brenghen uwe jaren.",Als de heer verkeren wou,Amsterdam?,../../data/dbnl/_amo003amor01_01.xml
1515,_amo003amor01_0159,1613,1613.0,1000614,2323313111113,mvmvvmvmvmvmv,AbAbcDcDcDcDb,2A 3b 2A 3b 3c 1D 3c 1D 1c 1D 1c 1D 3b,.2A   .3b   .2A   .3b   .3c +  1D   .3c +  1D   .1c=+  1D/+ 1c=+  1D/  .3b,,6,8,"GHy Ionghmans fray
Die vreught soeckt te hanteren
Gaet plant de Mey
Met u liefste vol eeren,
Op dat u liefd' macht groeyen // daer
En met haer in liefd' bloeyen // klaer
Wilt snoeyen // haer, wilt snoeyen // haer
Die nijdigheyt useren.

Als ghy dan koen
Met u Lief zijt gheseten
Buyten int groen
Laet droefheyt zijn vergeten,
En brenght Harpen en Luyten // by
Oock Rethrozijnsche kluyten // bly
Wilt uyten // vry, wilt uyten // vry
Om haer als lief te heten.

Loer-ooght en winckt
Minlijck aen beyde zijden
Kuskens bedinckt
Onder u lieflijck vrijen,
Op datse u mach kroonen // wis
En liefd' met liefd' te loonen // is
Wilt toonen // fris, wilt toonen // fris
Dat ghy garen sout bedijen.

Soo ghy dan weet
Dat sy u gaet toe draghen
Haer liefd secreet
Soo wilt u lust bejaghen
Om Venus te verfraeyen // hoort
Haer acker te besaeyen // spoort
En maeyen // voort, en maeyen // voort
Vruchten nae u behaghen.

Maer nimmermeer
Wilt brenghen in benouwen
Noch om haer eer
V fleur van alle Vrouwen,
Want sy is haest daer van // berooft
maer op eere haer dan // belooft
Als man // en hooft, als man // en hooft
Om voor u lief te houwen.

Princesse jent
Ontfanght op deught // verheven
Des May bekent
Die ons veel vreught // gaet geven,
Want door des Mays virtuyten // soet
Ons vele bloemkens spruyten // goet
U buyten // spoet, u buyten // spoet
Daer wort gheneught // bedreven.",Ik zeg adieu,Amsterdam?,../../data/dbnl/_amo003amor01_01.xml
