recordid,songid_DBNL,jaar_eind,jaar_begin,bronid,rijmaccent,rijmgeslacht,rijmschema,strofeschema,strofeschema_plus,trefw_genre,aantal_strofe,verstal,text,melodienorm,plaats,filepath_DBNL
1640,_ant001antw01_0044,1544,1544.0,1000000,434333353,vmvmmvmvm,aBaBBcDcD,4a 3B 4a 3B 3B 3c 3D 5c 3D,.4a   .3B   .4a   .3B   .3B   .3c   .3D   .5c   .3D,afscheidslied,5,9,"EEn aerdich vrouken heuet mi bedroghen
Daer ick was op verghect
Haer smeekende woorden zijn al ghelogen
Dat vinde ick nv perfect
Si is mi te doortrect
Te dubbel ooc van gronde
Dus keer ick mi van haer
Si payter so vele met haren valschen monde.
Ic en achtse niet een haer

Ghesellekens wilt v sinnekens keeren
Van sulc een schoon samblant.
Want si souden v plucken ende minnen leren.
Ja hebdijt wel in die hant
daer af heb ic tvuerstant
Gaet vlaender gheheel int ronde
Gheen wijf so wanckelbaer
Si payter so vele met haren valschen monde.
Ic en achtse niet een haer

Nv laet ic een ander zijn goet verquisten
Van sinnen ionck ende mal
Want met hare subtijle listen
Si v wel plucken sal.
Ende vallen eenen val
dat is daghelicx beuonden
Met v hier ende daer
Si payter so vele met haren valschen monde.
Ic en achtse niet een haer

Wat heb ic met v altijts versleten
Ic en spaerde gelt noch goet
Nv ben vanden back ghebeten
Ic en weet niet wiet mi doet
des ic mi bedwingen moet
Het aen horen van haer faconde |
dat segghe ic v voorwaer
Si payter so vele met haren valschen monde.
Ic en achtse niet een haer

Joncfrou ghi laet nv voor v knielen
Ghi zijt daer voor bekent.
In een osbaer met drie wielen
Suldy nemen v endt
Ick triumphere gent
Als ghi tot allen stonden
Sult sitten int liden swaer
Si payter so vele met haren valschen monde.
Ic en achtse niet een haer",Een aardig vrouwtje heeft mij bedrogen,Antwerpen,../../data/dbnl/_ant001antw01_01.xml
1645,_ant001antw01_0049,1544,1544.0,1000000,444443433333,vmvmmvmvvmvm,aBaBBcBccDcD,4a 4B 4a 4B 4B 3c 4B 3c 3c 3D 3c 3D,.4a   .4B   .4a   .4B   .4B   .3c   .4B   .3c   .3c   .3D   3c   .3D,liefdesklacht,6,12,"GHepeys  ghepeys vol van enuijen.
dwelc oorspronc is dat menich truert
Hoe queldi mi nv met fantasijen
Mi dunct dat mi mijn herte schuert
God gheue haer vruech wient ghebuert.
Al doetse mi dese quale
Haer wesen fier heeft mi becuert.
Midts tcoluer van corale
Rast v ghi nachtegale
Vliecht wt dat wilde wout
Gaet segt haer dit altemael
Ende groetse mi menich fout.

Ick peynse om Veuus discipline
die mi so late sandt dese sucht
Hoe stadigher liefde  hoe merder pijne
Hoe vuylder wonde  hoe erger ducht
Een tijtlick fruyt neemt saen de vlucht
Ghepluct ten greonen dale.
Men prijst best een volwassen vrucht |
Ghelijc een cuyssche smale.
Rast v ghi nachtegale
Vliecht wt dat wilde wout
Gaet segt haer dit altemael
Ende groetse mi menich fout.

Beloften veel is si mi schuldich
Mer onder al een excellent
daer na verlanghet mi menichfuldich
Wat is  tis haer bekent
Wat ick bedrijue in mijn conuent
dit altoos ic verhale
Vonde ic mi leech als si is absent
Van haer ic niet en fale
Rast v ghi nachtegale
Vliecht wt dat wilde wout
Gaet segt haer dit altemael
Ende groetse mi menich fout.

Ghepeyns hoe soudy niet gehingen.
Ic moet eylaes tis groote noot
dat doen thien duysent vreemde dinghen.
Ons beyden ghebuert  si weet al bloot
Wi drincken vruechten droefheyt groot
Beyde wt fortuynen schale
door tswaer ghepeyns van dit exploot
Therte sterft al waert van stale.
Rast v ghi nachtegale
Vliecht wt dat wilde wout
Gaet segt haer dit altemael
Ende groetse mi menich fout.

Mochtmen met cruyde oft medecijne
Ghenesen mijnder liefden brant
Ic waer ghenesen vander pijne
Mer neent hulpt sulck onderstant
Dus gatet eylaes aen minen cant
Door tlast der minnen strale
Ic vloecke den af god die mi bant
Met Venus biter dwale
Rast v ghi nachtegale
Vliecht wt dat wilde wout
Gaet segt haer dit altemael
Ende groetse mi menich fout.

Princesse ic swijghe veel om beter
Als ic peynse om ons oude spel.
Ic en vant ter werelt noeyt secreter
Dies vreese ic twint dese nijders fel
Vrou Venus dect haer kinderkens wel
Draghen zijs huesche tale
Tsal al wel zijn door mijn beuel
Schoon lief dat is tprincepale
Rast v ghi nachtegale
Vliecht wt dat wilde wout
Gaet segt haer dit altemael
Ende groetse mi menich fout.",Gepeins gepeins vol van envieën,Antwerpen,../../data/dbnl/_ant001antw01_01.xml
1673,_ant001antw01_0077,1544,1544.0,1000000,434333434,mmmmvvmvm,ABCBddEfE,4A 3B 4C 3B 3d 3d 4E 3f 4E,.4A   .3B   .4C   .3B   .3d   .3d   .4E   .3f   .4E,ruiterlied,7,9,"HEt vlooch een so cleynen wilt vogelken
Tot mijns liefs venster in
Staet op mijn alder liefste
Staet op ende laet mi in
Ic hebbe te nacht geuloghen
Al door die wille dijn

Hebdi te nacht gheulogen.
Al door die wille van mi
So coemt ter haluer middernacht
Ic wil v laten in
Ic wil v decken warme
Met mijnen snee witten arme

Ende dat verhoorde een | wachter goet
Op hooger tinnen lach
ic waen ghi waert een huebsce
Een huebsce machdelijn
Ende si had in ghelaten
die lantsknecht vander straten.

Och willet wachter swigen
Laet dat verholen zijn
So wil ic v schincken
Van gouden een vingherlijn
daer toe een schoon cranselijn.
Och here god vanden hemel
Hoe is den dach so lanck

Den dach en is so lange niet
Het wert wel wederom nacht
mi heeft so huebscen maechdelijn
Een bislapen toegesacht
Och mocht ic bi haer slapen
Mijn trueren soude ic laten
Ende hebben eenen vrijen moet. |
Om alle lantsknechten wille
Verteere ic mijn gelt mijn goet

Mer dat ghi by mi slapen sout
dat is die wille van mi
Och willet lansknecht swigen
Ghi sult die liefste zijn
daer op een so huebscen moet
Om alle lantsknechten wille.
Verteer ic mijn gelt ende goet

Die ons dit liedeken eerst werf sanck
So wel gesongen heeft
dat heeft ghedaen een vrome lantsknecht
God geue hem een vrolic iaer
Hi heuet so wel ghesongen.
God sceynde alle niders tongen
Hi heuet eenen vrijen moet
Om alle lantsknechten wille
Verteer ic mijn gelt ende goet",Het vloog een klein wild vogeltje,Antwerpen,../../data/dbnl/_ant001antw01_01.xml
1703,_ant001antw01_0107,1544,1544.0,1000000,23523523322223,mvmmvmmvvmmmmv,AbCAbCCddEEEEd,2A 3b 5C 2A 3b 5C 2C 3d 3d 2E 2E 2E 2E 3d,.2A + .3b   .5C   .2A + .3b   .5C   .2C   .3d   .3d   .2E + 2E   .2E + .2E   .3d,"historielied
loflied, wereldlijk",5,10,"LOf toeuerlaet maria sonder sneuen
Dies mogen wi wel louen sonder respijt
Den keyserliken hoet die is ons coninc bleuen
Dies moghen wi wel maken groot iolijt
In desen tijt.
Ende al met hem verblijden
Ende laten trueren lijden
Van graue Ian  den vierden man
So is hi dan segt so wie can
Aloncius prophecie.

Den Arent coen quam eerst wt Oostenrijck
Met een leewinne was hi eerst ghepaert
Een stout baroen  men vant niet zijns gelijc
der leeuwen dieren heeft hi wel bewaert
Sijn vol geschaert
stelde hi in ordinancien
met wapenen ende lancien
Hi en vant noeyt lien  die werc bien
Si en mosten vlien Voor het wijse engien
Ghemoet waren alle zijn cansen

Den Arent snel heeft ons geweest ontsprongen
Mer den heyligen geest heeft ons so wel versien
Ende niemant el  met een van sinen ionghen
Groote victorie sal hem geschien
Somen mach sien 
In boecken diet wel weten
Gheschreuen van propheten |
Int aertsche dal heeft hi gheual
Ende tvocl int stal heere bouen al
Mach hi hem wel vermeten

Der leeuwen stoc is nv seer hert om biten
Want den edelen Arent is ons comen bi
In zijn belock  tot onser alder profijten
Wi hopen vlaenderen wort van oorloghen vry
Verstaet wel mi
Mi heeft gedocht in droome
Den edelen Keyser van roome
Den grooten Kan des heydens soudaen
Sal hi verslaen  ende voortwaert gaen
Al totten drooghen boome

O princelic graen  ghi zijt souuent idone
Want den oppersten coninc heeft v so wel versint
ghi sult ontfaen  die keiserlicke crone.
En acht dese nijders tonghen niet en twint
Ghi zijt gemint
Wil v noch yemant deren
Wi sullent helpen weren
Met lijf ende ghelt  als ghi op velt
v tenten stelt Der leeuwen moet swelt
met schilden ende met speren",Kunst gaat voor kracht,Antwerpen,../../data/dbnl/_ant001antw01_01.xml
1724,_ant001antw01_0128,1544,1544.0,1000000,42422324,vvmmmmvv,aaBBBBaa,4a 2a 4B 2B 2B 3B 2a 4a,.4a   .2a   .4B   .2B   .2B   .3B   .2a   .4a,"meilied, wereldlijk
liefdeslied",5,8,"O Lustelike mey ghi zijt nv in saisoene
Schoon ende groene
die vogelkens singen nacht ende dach.
Dies ic wel mach
Sonder verdrach
aensien reyn ooge opslach
Van mijn lief coene
Haer liefde macht mi veel te doene

Int velt staet menichte van bloemen
Wie soudese sommen
Hoe lustelic dat gersseken wter aerden spruit
Loof ende cruyt
Gheeft nv virtuyt
O mijnder herten iuyt
Verblijt den dommen
Een troostelic woort laet lief van v commen

Schoon lief ghi zijt die liefste creatuere.
Mijns leuens duere
Blijue ic gestadich tot in mijn doot
Reyn lief minioot
Troost mi tis noot
die mijn herte doorschoot.
Reyn maget puere
Om uwen troost ist dat ic labuere

Schoon lief ghi acht mijn woordekens cleene
Dies ic in weene
Blijue ic met drucke so seer doorwont
Ghi zijt diet doet
Schoon beelde soet
Verhuecht sin ende moet.
Met uwen troost reene
Worde ic verblijt door v alleene

Princersselic greyn  wien ick geerne aenschouwe
Blust mijnen rouwe
Laet mi arm dienaer troost ontfaen.
Reyn vrouwelijc graen
Hoort mijn vermaen
Laet mi in v gracie staen.
So sal ic met trouwe
V dienen lustelijcke vrouwe",O lustelijke mei gij zijt nu in seizoen,Antwerpen,../../data/dbnl/_ant001antw01_01.xml
2092,bell009denl02_0057,1674,1674.0,1015621,3144442224,mmmmmmmmmm,AABBCCDDEE,3A 1A 4B 4B 4C 4C 2D 2D 2E 4E,"3A   .1A   .4B    4B   ,4C   .4C    2D    2D   .2E   .4E",geestelijk lied,6,10,"JESU uwe min
Die in
Myn' Ziele brant van alle kant
Die verteirt myn in-ghewant,
Ick ben van uwe liefde kranck,
Troost my dan Heer, en beyt niet lanck;
Vlam en vier
Branden hier
Altydt seer,
Maer 't vier der liefde brandt noch meer.

Soeten Heer ick haeck
En snaeck,
Ick sucht en ducht met groote pyn,
Ick wensch om by u te zyn,
'k Wou dat ick onbonden waer,
En in uw' min verslonden waer:
Vlam en vier
Branden hier
Altydt seer,
Maer 't vier der liefde brandt noch meer.

Vlam en vier brandt seer
O Heer!
Maer 't vier der liefde brandt noch meer,
Nochtans is de liefde teer;
'k Brande liever in het vier
Als sonder u te wesen hier
Vlam en vier
Branden hier
Altydt seer,
Maer 't vier der liefde brandt noch meer.

Ick bemin u Heer
Soo seer,
Dat my noch sweerdt, noch doodt noch vier,
Noch Tyran, noch niet een sier
Van uw' liefde scheyden sal,
O mynen Godt en mynen Al:
Vlam en vier
Branden hier
Altydt seer,
Maer 't vier der liefde brandt noch meer.

'k Laet om u myn Bloedt,
Myn goedt,
Myn' Ouders, en myn Vader-lant,
Mynen wil, en myn verstandt;
'k Laet al 't goedt van 't Aerdtsche dal
Om mynen Godt en my nen Al:
Vlam en vier
Branden hier
Altydt seer,
Maer 't vier der liefde brandt noch meer.

Brandt myn hert' en nier in 't vier,
Dat altydt brandt en nimmermeer
Uyt en gaet, ô soeten Heer!
Gh'loof en Hop' sal eens vergaen,
Maer altydt sal de liefde staen:
Vlam en vier
Branden hier
Altydt seer,
Maer 't vier der liefde brant noch meer.",Gavotte d'Anjou,Brussel,../../data/dbnl/bell009denl02_01.xml
2106,bell009denl02_0071,1674,1674.0,1015621,44232335224,vmvvmvvvvvv,aBaaBccadda,4a 4B 2a 3a 2B 3c 3c 5a 2d 2d 4a,4a    4B   .2a   .3a   .2B   .3c   .3c   .5a   .2d=  .2d=  4a=,"dialooglied, geestelijk",6,11,"TOrtel-duyfke myn beminde
Die van alle kant gejaeght,
Vlucht als een' Hinde,
Doch soo ick dickwils vinde,
U herte klaeght
Oeck wel gheheele nachten,
Ey matight uwe klachten,
Dat u gheen druck oft wanhop' en verslinde;
Tortel-duyfke,
Tortel-duyfke,
Tortel-duyfke myn Beminde.

2. Eenigh Trooster aller Zielen
Doot, en hel met al haer macht
Zyn op myn' hielen,
En willen my vernielen,
Hebt toch eens acht
Op al myn droevigh kermen,
En wilt my doch beschermen
Van al die om myn' teere leden krielen
Eenig Trooster,
Eenig Trooster, 
Eenig Trooster aller Zielen.

3. Dochter Sions myns verkoren
Druck en pyn en swerte nyt
Die u verstôren,
Zyn voor u nutte sporen
Hier in den tydt,
Maer wacht hier - naermaels zeghen,
Want die is u verkreghen,
Die ick oyt koos, en gingen no verloren,
Dochter Sions,
Dochter Sions,
Dochter Sions uyt-verkoren.

4. Opper-hoeder uwer Kercken
Ach! het vleesch is al te blint
't En kan niet mercken
Uw' wonderbare wercken,
't Is onbesint,
En doet my dickmaels dwalet
Gansch buyten uwe palen,
Ghy daer-om wilt myn' swacke Ziel' verstercken,
Opper-hoeder,
Opper-hoeder,
Opper-hoeder uwer Kercken.

5. Sunamite myn' Vrindinne,
Al maeckt het u lyden droef,
Weest koel van sinne,
't Is uyt oprechte minne
Dat ick u proef;
Gheen klachten van-der hellen,
Gheen doodt en kan u quellen,
Ghy zyt myn erf oock van den aen-beginne,
Tortel-duyfken,
Dochter Sions
Sunamite myn' Vrindinne.

6. Ziel-verlosser myn verlangen,
Ick ben langh de Wereldt sat,
De tranen hanghen
Staegh op myn' droeve wanghen,
Ach siltigh nat!
Wanneêr sal 't toch eens wesen,
Dat ick van druck ghenesen
Myn hooghste goedt u Jesu sal ontfanghen,
Eenigh Trooster
Opper-hoeder,
Ziel-verlosser myn verlanghen.",Amarilli mia bella,Brussel,../../data/dbnl/bell009denl02_01.xml
3245,cloe001edes01_0007,1677,1677.0,1015966,433333333,mvvmvmvmm,AbbAcDcDD,4A 3b 3b 3A 3c 3D 3c 3D 3D,.4A   .3b    3b    3A    3c    3D    3c    3D   .3D,geestelijk lied,13,9,"Weg, weg, ick ben de werelt moe!
Ick wensch niet meer te beyden,
Maar van hier te scheyden
Na den Hemel toe;
Ick vind op der aarde
Niet voor mijn gemoet
Dat genoegen baarde,
‘t Is een hooger goet,
Dat my dus wenschen doet.

Wee my dat ick in Meseg ben!
Ick woon onder de boosen,
Die niet eens en bloosen
Als zy zondigen:
Ick moet met mijn ooren
Haar godloos gerel
Daagelijcks aanhooren,
‘k Ben als in een hel!
Waar over ick my quel.

Waar ick mijn oog, dog wend of keer,
Het is al vol godloosheid,
En vervult met boosheid,
Dat bedroeft my zeer:
Als ick hare daden
met mijn oog beschouw,
Waar mee zy u smaden,
Dan bedrijf ick rouw,
En ween en zucht tot uw.

Wie zig hier van den boosen scheid,
En met haar oock dien breeden
Weg niet wil betreden,
Die ter Hellen leid;
Maar met zorg en vreese
Wandelt voor zijn Godt,
Die zal altoos wese
Tot een schimp en spot
Van het godloose rot.

Ach! wanneer komt die zoete tijd,
Dat ick van die heyloose
Werckers van het boose
Gansch zal zijn bevrijt!
Dat ick met de reyen
In u Hemels-hof,
Eeuwig zal verbreyen
Uwen prijs en lof,
Waar toe gy my geeft stof.

Wat is hier op dit aardsche dal?
Niet dan geheele benden
Van alle elenden,
En van ongeval;
Heele water-vloeden
Van ziels bitt’re smert,
En van tegenspoeden
Werd men mee benert,
Het vald op aard zoo hert!

Maar boven in het Hemels-huys,
Daar zullen alle pijnen,
Ganschelijck verdwijnen,
Daar is smert noch kruys:
Daar komt God de oogen,
Die vol tranen zijn
Zachtjens af te droogen,
Daar zal geen gequijn
Van quaal of zieckt meer zijn.

Maar met een volheyd van geneught
Zal mijn ziel in die ruste
Zig in God verluste,
Vol van Hemel-vreught:
‘t Is niet te bevaten
Wat een heerlickheid!
Vreughde zonder maaten,
Dat daar is bereid,
En voor ons weg-geleid.

Zoo lang ick hier op aarden zy,
En ben ick niet ontbonden
Van het pack der zonden,
‘k Draag het om met my;
‘k Vind een wet der leden
Diep in mijn gemoet,
Die tegens de zeden
Steeds geweldig woed,
En my zondigen doet.

Maar als ick zal ontbonden zijn,
Dan zal ick heel geheyligt,
En volmaakt geveyligt
Zonder zonden zijn:
‘k Zal dan zijn ontslagen
Van mijn zond’lickheid,
Die my plagt te plagen
‘k Word in eeuwigheid
Niet weer van haar verleit!

Ach hoe woed hier dien helschen Geest!
Hy zoeckt my te vervueren,
Jaa my te verschueren
Als een brieschend beest:
‘k Vind zijn helsche nette
Over al gespreit,
Waar ick mijn voet zette
Zijn stricken geleit,
Met groote listigheid.

Maar uyt het Hemels Coninckrijck
Zal hy zijn uytgesloten,
En van God verstooten
In het helsche rijck:
Als ick daar zal wesen
Hoef ick hem niet meer
t' Ontsien, of te vresen,
maar helaas wanneer
zal die tijd komen Heer?

Ey koom doch Heere Jezu koom!
Jaa laat de doot vry komen,
‘k Zal haar zonder schroomen
Heeten wellekom!
Want al mijn begeeren
Is dat ick verschijn
By u, u t’ ontbeeren
Is mijn grootste pijn,
Doet my haast by u zijn!",Petite royale,Utrecht,../../data/dbnl/cloe001edes01_01.xml
4531,else006lacc01_0007,1667,1667.0,1000714,333333,mvmvmv,AbAbAb,3A 3b 3A 3b 3A 3b,.3A   .3b   .3A   .3b   .3A   .3b,liefdeslied,7,6,"ACh Hemel! wat een damp:
Mijn hart dat brandt van binnen
Als Koey-stront in de lamp,
Helaes? komt dit door 't minnen?
Wat raet voor sulck een ramp:
Kan ik dan niets versinnen?

2. Ja 'k bruy na onse Neel,
Die sal mijn weer genesen:
Want sy is (by mijn keel)
So schoon, so uyt-gelesen,
So blank als rogge-meel,
Of wyte-meel kan wesen.

3. Men sou haer op een kast
wel kunnen laten pronken
En seggen 't is albast,
Indien men 't aen haer lonken
Niet anders sag voor vast,
Of hoorden 't aen haer ronkē.

4. Geen Kat is in de Meert
So glinsterend van oogen:
Twee sterren met een steert
Gelijken 't, ist gelogen,
Soo hangt mijn in den heert
Als bockens vry te drogen.

5. En die staen in haer hooft
So swart gelijk de kolen,
Die Jan den Backer dooft,
Ja 'k sweer u, by mijn solen,
Daerom het vry gelooft,
Dit heeft mijn hart gestolen.

6. Lest seyckten sy een plas,
Geen Meer sou soo veel Pissen,
Ik nam mijn Neusdoek ras,
Om die'er in te wissen,
En rook of 't lieflijk was,
Maer 'k wouw dien reuk wel missen.

7. Sy tart, wanneer se schiet,
Jupijn met sijnen donder;
Schoon kraekt haer blasen niet
Leyt Eolus noch onder.
Ja, als men't wel besiet,
Sy is het achtste wonder.",,Amsterdam,../../data/dbnl/else006lacc01_01.xml
4730,stal001extr01_0153,1631,1631.0,1000716,442224,mmmmmm,AABBCC,4A 4A 2B 2B 2C 4C,.4A   .4A   .2B   .2B   .2C   .4C,,6,6,"DE zonde die blijft, na ’t les van Calvijn
Maer zonder verwijt van schuld of van pijn
Zy worden bedekt
Want Christus die trekt
Daer over zijn kleed
Zoo ’t voor ons was bebloed en bezweet.

Hier over werd ons Van Gode het quaed
Gerekend tot geen Verval van misdaed.
Dus leerdt ons de mond
Van die een oorkond
Des Heeren wou sijn,
Maer niet dan met een Vermomde schijn.

Ziet hier toch, ey goe, ziet Hier toch; en teld
Drie leugenen, daer hy al Teffens mee scheld
Goods oordelen wijs,
De dierbaerste prijs
En ’t gemeyn geloof.
Hoord hier van elks De klare proof.

d’Opperste wijs heyd kan Oordelen niet,
Dan zoo z’inder daed de Schepselen ziet.
Indienze dan laet
Te oordelen quaed
De zonden, hoe kan
Zy nae de waerheyd Oordelen dan?

Het twede mis daed verminderd de boet
Van ’t heilige kruis, van ‘t Dierbare bloed,
’t Welk niet alleen
De zonden bekleen,
Maer uitwisschen kan
Nae ’t klaer getuig, Van Goods vrind Iohan.

Eynd’lijk hoe’n werd hier Niet mede ontgrond
Het Symbolum vande Vergeven zond?
Gaet heen dan, Calvijn!
Ter wijlje noch sijn
Wild middel in’t quaed:
Weet dat God zonde En zondaer haet.",De oude Grijn,Leuven,../../data/dbnl/stal001extr01_01.xml
